cod_ibge;municipio;qtd_leitos;qtd_uti
314590;Ouro Branco;39;6
314600;Ouro Fino;41;0
314610;Ouro Preto;82;10
314630;Padre Paraíso;32;0
314650;Pains;10;0
314670;Palma;18;0
314700;Paracatu;175;8
314710;Pará de Minas;87;10
314720;Paraguaçu;22;0
314730;Paraisópolis;25;0
314750;Passabém;9;0
314760;Passa Quatro;33;0
314770;Passa Tempo;22;0
314790;Passos;250;47
314800;Patos de Minas;283;66
314810;Patrocínio;117;26
314860;Peçanha;21;0
314870;Pedra Azul;41;0
314910;Pedralva;9;0
314920;Pedrinópolis;16;0
314930;Pedro Leopoldo;36;0
314980;Perdizes;22;0
314990;Perdões;31;0
315030;Piedade do Rio Grande;11;0
315050;Pimenta;10;0
315080;Piranga;19;0
315110;Pirapetinga;24;0
315120;Pirapora;84;10
315140;Pitangui;40;0
315150;Piumhi;66;10
315160;Planura;6;0
315170;Poço Fundo;32;0
315180;Poços de Caldas;387;58
315190;Pocrane;14;0
315200;Pompéu;21;0
315210;Ponte Nova;171;30
315220;Porteirinha;29;0
315240;Poté;19;0
315250;Pouso Alegre;271;40
315260;Pouso Alto;17;0
315270;Prados;22;0
315280;Prata;16;0
315290;Pratápolis;8;0
315300;Pratinha;2;0
315310;Presidente Bernardes;12;0
315340;Presidente Olegário;11;0
315400;Raul Soares;39;0
315410;Recreio;23;0
315420;Resende Costa;49;0
315430;Resplendor;36;0
315460;Ribeirão das Neves;72;0
315470;Ribeirão Vermelho;12;0
315490;Rio Casca;22;0
315520;Rio Espera;14;0
315550;Rio Paranaíba;13;0
315560;Rio Pardo de Minas;17;0
315570;Rio Piracicaba;24;0
315580;Rio Pomba;44;0
315590;Rio Preto;17;0
315600;Rio Vermelho;20;0
315660;Rubim;23;0
315670;Sabará;113;0
315680;Sabinópolis;31;0
315690;Sacramento;33;0
315700;Salinas;47;0
315710;Salto da Divisa;15;0
315720;Santa Bárbara;33;0
315770;Santa Juliana;14;0
315780;Santa Luzia;41;0
315790;Santa Margarida;18;0
315800;Santa Maria de Itabira;10;0
315810;Santa Maria do Salto;6;0
315820;Santa Maria do Suaçuí;30;0
315920;Santa Rita de Caldas;43;0
315930;Santa Rita de Jacutinga;14;0
315960;Santa Rita do Sapucaí;33;0
315980;Santa Vitória;23;0
315990;Santo Antônio do Amparo;28;9
316030;Santo Antônio do Jacinto;6;0
316040;Santo Antônio do Monte;34;0
316070;Santos Dumont;60;6
316100;São Domingos do Prata;30;0
316110;São Francisco;34;0
316200;São Gonçalo do Sapucaí;30;0
316210;São Gotardo;26;0
316220;São João Batista do Glória;20;0
316240;São João da Ponte;23;0
316250;São João del-Rei;184;20
316270;São João do Paraíso;35;0
316280;São João Evangelista;32;0
316290;São João Nepomuceno;34;0
316370;São Lourenço;53;10
316390;São Pedro da União;6;0
316420;São Romão;8;0
316430;São Roque de Minas;8;0
316470;São Sebastião do Paraíso;124;22
316500;São Tiago;33;0
316510;São Tomás de Aquino;0;0
316530;São Vicente de Minas;22;0
316570;Senador Firmino;20;0
316680;Serra do Salitre;9;0
316690;Serrania;9;0
316710;Serro;37;0
316720;Sete Lagoas;221;34
316800;Taiobeiras;62;10
316840;Tarumirim;43;0
316850;Teixeiras;12;0
316860;Teófilo Otoni;272;35
316870;Timóteo;51;8
316890;Tiros;11;0
316920;Tombos;26;0
316930;Três Corações;108;10
316935;Três Marias;17;0
316940;Três Pontas;89;10
316970;Turmalina;37;0
316990;Ubá;213;27
317005;Ubaporanga;0;0
317010;Uberaba;624;79
317020;Uberlândia;907;165
317040;Unaí;65;0
317043;União de Minas;26;0
317052;Urucuia;19;0
317070;Varginha;233;36
317080;Várzea da Palma;40;0
317090;Varzelândia;13;0
317100;Vazante;29;0
317120;Vespasiano;54;0
317130;Viçosa;157;15
317160;Virgem da Lapa;22;0
317170;Virgínia;20;0
317180;Virginópolis;36;0
317200;Visconde do Rio Branco;56;10
320010;Afonso Cláudio;38;0
320020;Alegre;39;0
320040;Anchieta;92;0
320050;Apiacá;25;0
320060;Aracruz;79;10
320070;Atílio Vivácqua;8;0
320080;Baixo Guandu;25;0
320090;Barra de São Francisco;19;0
320100;Boa Esperança;26;0
320120;Cachoeiro de Itapemirim;376;68
320130;Cariacica;218;56
320140;Castelo;28;0
320150;Colatina;380;52
320160;Conceição da Barra;16;0
320170;Conceição do Castelo;12;0
320190;Domingos Martins;78;0
320210;Ecoporanga;22;0
320220;Fundão;11;0
320230;Guaçuí;63;20
320240;Guarapari;8;0
320245;Ibatiba;28;0
320260;Iconha;20;0
320270;Itaguaçu;40;0
320280;Itapemirim;92;0
320290;Itarana;24;0
320300;Iúna;50;0
320305;Jaguaré;12;0
320310;Jerônimo Monteiro;25;0
320313;João Neiva;34;0
320316;Laranja da Terra;17;0
320320;Linhares;201;37
320332;Marataízes;64;0
320340;Mimoso do Sul;37;0
320350;Montanha;22;0
320360;Mucurici;12;0
320370;Muniz Freire;19;0
320380;Muqui;21;0
320390;Nova Venécia;32;0
320400;Pancas;31;0
320405;Pedro Canário;24;0
320410;Pinheiros;22;0
320420;Piúma;22;0
320435;Rio Bananal;16;0
320450;Santa Leopoldina;25;0
320455;Santa Maria de Jetibá;38;0
320460;Santa Teresa;85;10
320470;São Gabriel da Palha;67;0
320480;São José do Calçado;56;7
320490;São Mateus;205;48
320500;Serra;570;131
320503;Vargem Alta;26;0
320506;Venda Nova do Imigrante;45;0
320520;Vila Velha;649;86
320530;Vitória;1544;208
330010;Angra dos Reis;261;19
330015;Aperibé;25;0
330020;Araruama;129;16
330022;Areal;18;0
330023;Armação dos Búzios;30;0
330025;Arraial do Cabo;55;8
330030;Barra do Piraí;219;16
330040;Barra Mansa;217;34
330045;Belford Roxo;86;0
330050;Bom Jardim;46;0
330060;Bom Jesus do Itabapoana;76;10
330070;Cabo Frio;371;55
330080;Cachoeiras de Macacu;60;0
330090;Cambuci;31;4
330100;Campos dos Goytacazes;1170;189
330110;Cantagalo;55;0
330120;Carmo;24;0
330130;Casimiro de Abreu;45;0
330140;Conceição de Macabu;42;0
330150;Cordeiro;26;0
330160;Duas Barras;9;0
330170;Duque de Caxias;744;170
330180;Engenheiro Paulo de Frontin;26;0
330185;Guapimirim;70;0
330190;Itaboraí;302;18
330200;Itaguaí;113;10
330205;Italva;44;0
330210;Itaocara;54;4
330220;Itaperuna;393;82
330225;Itatiaia;65;0
330230;Laje do Muriaé;24;0
330240;Macaé;396;70
330250;Magé;118;0
330260;Mangaratiba;40;0
330270;Maricá;97;0
330280;Mendes;23;0
330285;Mesquita;26;0
330290;Miguel Pereira;62;0
330300;Miracema;50;9
330310;Natividade;32;0
330320;Nilópolis;110;17
330330;Niterói;1399;214
330340;Nova Friburgo;336;28
330350;Nova Iguaçu;434;68
330360;Paracambi;35;0
330370;Paraíba do Sul;101;7
330380;Paraty;21;0
330390;Petrópolis;1014;127
330395;Pinheiral;16;0
330400;Piraí;34;0
330411;Porto Real;33;6
330412;Quatis;26;0
330414;Queimados;1;0
330415;Quissamã;40;6
330420;Resende;283;41
330430;Rio Bonito;77;7
330440;Rio Claro;31;0
330450;Rio das Flores;17;0
330452;Rio das Ostras;70;10
330455;Rio de Janeiro;13441;2876
330460;Santa Maria Madalena;53;0
330470;Santo Antônio de Pádua;117;8
330475;São Francisco de Itabapoana;14;0
330480;São Fidélis;72;10
330490;São Gonçalo;912;145
330500;São João da Barra;23;0
330510;São João de Meriti;107;17
330515;São José do Vale do Rio Preto;37;0
330520;São Pedro da Aldeia;34;0
330530;São Sebastião do Alto;36;0
330550;Saquarema;75;15
330555;Seropédica;1;0
330560;Silva Jardim;36;0
330570;Sumidouro;18;0
330575;Tanguá;9;0
330580;Teresópolis;288;30
330590;Trajano de Moraes;27;0
330600;Três Rios;66;10
330610;Valença;232;20
330615;Varre-Sai;28;0
330620;Vassouras;248;35
330630;Volta Redonda;528;107
350010;Adamantina;82;5
350030;Aguaí;10;0
350050;Águas de Lindóia;26;0
350070;Agudos;40;0
350100;Altinópolis;22;0
350110;Alto Alegre;17;0
350130;Álvares Machado;17;0
350160;Americana;280;35
350170;Américo Brasiliense;189;10
350190;Amparo;83;9
350210;Andradina;93;10
350220;Angatuba;38;0
350250;Aparecida;69;9
350260;Aparecida d'Oeste;17;0
350270;Apiaí;26;0
350280;Araçatuba;347;29
350290;Araçoiaba da Serra;321;0
350310;Arandu;7;0
350320;Araraquara;334;32
350330;Araras;343;25
350340;Arealva;27;0
350370;Ariranha;15;0
350380;Artur Nogueira;27;0
350390;Arujá;54;8
350400;Assis;196;27
350410;Atibaia;133;21
350420;Auriflama;32;0
350450;Avaré;127;10
350490;Bananal;7;0
350520;Bariri;18;0
350530;Barra Bonita;72;0
350550;Barretos;430;74
350570;Barueri;262;33
350580;Bastos;21;0
350590;Batatais;98;8
350600;Bauru;970;106
350610;Bebedouro;105;6
350630;Bernardino de Campos;18;0
350635;Bertioga;26;0
350640;Bilac;32;0
350650;Birigui;124;15
350670;Boa Esperança do Sul;10;0
350680;Bocaina;22;0
350700;Boituva;29;0
350710;Bom Jesus dos Perdões;8;0
350740;Borborema;14;0
350750;Botucatu;483;40
350760;Bragança Paulista;255;40
350790;Brotas;27;0
350810;Buritama;21;0
350840;Cabreúva;5;0
350850;Caçapava;71;5
350860;Cachoeira Paulista;30;0
350870;Caconde;60;0
350880;Cafelândia;33;0
350900;Caieiras;66;10
350920;Cajamar;79;0
350930;Cajobi;20;0
350940;Cajuru;113;0
350950;Campinas;2174;418
350960;Campo Limpo Paulista;26;0
350970;Campos do Jordão;178;0
351000;Cândido Mota;19;0
351020;Capão Bonito;32;0
351030;Capela do Alto;14;0
351040;Capivari;53;10
351050;Caraguatatuba;113;6
351060;Carapicuíba;157;26
351070;Cardoso;17;0
351080;Casa Branca;40;0
351100;Castilho;18;0
351110;Catanduva;312;40
351130;Cedral;50;0
351140;Cerqueira César;29;0
351150;Cerquilho;28;0
351160;Cesário Lange;17;0
351170;Charqueada;20;0
351190;Clementina;17;0
351200;Colina;27;0
351210;Colômbia;12;0
351220;Conchal;25;0
351230;Conchas;28;0
351260;Coronel Macedo;6;0
351280;Cosmópolis;82;14
351300;Cotia;579;28
351310;Cravinhos;15;0
351340;Cruzeiro;72;10
351350;Cubatão;73;11
351360;Cunha;31;0
351370;Descalvado;28;0
351380;Diadema;368;40
351390;Divinolândia;183;0
351410;Dois Córregos;36;0
351430;Dourado;7;0
351440;Dracena;103;10
351450;Duartina;50;0
351480;Eldorado;2;0
351490;Elias Fausto;6;0
351500;Embu das Artes;63;0
351510;Embu-Guaçu;12;0
351518;Espírito Santo do Pinhal;65;0
351520;Estrela d'Oeste;45;0
351540;Fartura;12;0
351550;Fernandópolis;105;10
351570;Ferraz de Vasconcelos;117;10
351600;Flórida Paulista;28;0
351620;Franca;324;46
351630;Francisco Morato;97;10
351640;Franco da Rocha;190;21
351660;Gália;34;0
351670;Garça;47;0
351690;General Salgado;29;0
351700;Getulina;31;0
351740;Guaíra;37;0
351760;Guapiara;14;0
351770;Guará;20;0
351780;Guaraçaí;23;0
351820;Guararapes;58;0
351830;Guararema;24;0
351840;Guaratinguetá;201;62
351860;Guariba;42;0
351870;Guarujá;245;50
351880;Guarulhos;1597;163
351900;Herculândia;56;0
351907;Hortolândia;47;6
351910;Iacanga;19;0
351930;Ibaté;19;0
351940;Ibirá;19;0
351960;Ibitinga;61;8
351970;Ibiúna;29;0
351990;Iepê;13;0
352000;Igaraçu do Tietê;36;0
352010;Igarapava;32;0
352020;Igaratá;10;0
352030;Iguape;9;0
352040;Ilhabela;34;0
352044;Ilha Solteira;90;4
352050;Indaiatuba;155;37
352070;Indiaporã;26;0
352090;Ipaussu;29;0
352100;Iperó;13;0
352130;Ipuã;36;0
352140;Iracemápolis;2;0
352170;Itaberá;18;0
352180;Itaí;24;0
352190;Itajobi;26;0
352210;Itanhaém;87;20
352220;Itapecerica da Serra;240;20
352230;Itapetininga;107;16
352240;Itapeva;93;10
352250;Itapevi;227;17
352260;Itapira;90;11
352270;Itápolis;60;9
352280;Itaporanga;34;0
352290;Itapuí;21;0
352310;Itaquaquecetuba;111;10
352320;Itararé;51;0
352340;Itatiba;80;12
352350;Itatinga;12;0
352360;Itirapina;17;0
352390;Itu;358;26
352400;Itupeva;31;0
352410;Ituverava;83;10
352420;Jaborandi;9;0
352430;Jaboticabal;130;12
352440;Jacareí;282;69
352450;Jaci;172;0
352470;Jaguariúna;47;0
352480;Jales;134;20
352500;Jandira;10;0
352520;Jarinu;39;0
352530;Jaú;515;51
352550;Joanópolis;7;0
352570;José Bonifácio;45;0
352590;Jundiaí;630;105
352600;Junqueirópolis;28;0
352620;Juquitiba;3;0
352640;Laranjal Paulista;26;0
352670;Leme;81;8
352680;Lençóis Paulista;47;5
352690;Limeira;243;64
352710;Lins;286;23
352720;Lorena;106;20
352730;Louveira;21;4
352740;Lucélia;15;0
352770;Luiziânia;3;0
352800;Macatuba;24;0
352810;Macaubal;16;0
352850;Mairiporã;25;0
352880;Maracaí;17;0
352900;Marília;509;87
352920;Martinópolis;20;0
352930;Matão;120;18
352940;Mauá;244;56
352970;Miguelópolis;32;0
352980;Mineiros do Tietê;5;0
353010;Mirandópolis;52;10
353030;Mirassol;65;0
353050;Mococa;95;10
353060;Mogi das Cruzes;548;74
353070;Mogi Guaçu;217;22
353080;Mogi Mirim;193;18
353110;Mongaguá;30;0
353130;Monte Alto;78;13
353140;Monte Aprazível;57;0
353150;Monte Azul Paulista;40;0
353180;Monte Mor;8;0
353190;Morro Agudo;28;0
353200;Morungaba;6;0
353240;Nazaré Paulista;11;0
353250;Neves Paulista;21;0
353260;Nhandeara;119;0
353290;Nova Europa;8;0
353300;Nova Granada;56;0
353340;Nova Odessa;34;0
353350;Novo Horizonte;62;6
353390;Olímpia;50;7
353430;Orlândia;56;0
353440;Osasco;608;76
353460;Osvaldo Cruz;54;0
353470;Ourinhos;135;28
353475;Ouroeste;22;0
353490;Pacaembu;21;0
353520;Palmeira d'Oeste;16;0
353530;Palmital;34;0
353540;Panorama;19;0
353550;Paraguaçu Paulista;60;10
353580;Paranapanema;16;0
353600;Parapuã;25;0
353620;Pariquera-Açu;105;9
353630;Patrocínio Paulista;20;0
353650;Paulínia;51;6
353660;Paulo de Faria;15;0
353670;Pederneiras;48;0
353700;Pedregulho;68;0
353710;Pedreira;62;0
353730;Penápolis;98;8
353740;Pereira Barreto;40;0
353760;Peruíbe;0;0
353780;Piedade;34;0
353790;Pilar do Sul;22;0
353800;Pindamonhangaba;173;20
353860;Piracaia;20;0
353870;Piracicaba;555;104
353880;Piraju;48;0
353890;Pirajuí;274;0
353900;Pirangi;21;0
353930;Pirassununga;69;10
353940;Piratininga;28;0
353950;Pitangueiras;28;0
353980;Poá;27;0
354000;Pompeia;30;0
354020;Pontal;21;0
354040;Populina;13;0
354060;Porto Feliz;34;10
354070;Porto Ferreira;39;6
354080;Potirendaba;22;0
354100;Praia Grande;150;20
354110;Presidente Alves;50;0
354120;Presidente Bernardes;40;0
354130;Presidente Epitácio;51;0
354140;Presidente Prudente;767;81
354150;Presidente Venceslau;55;10
354160;Promissão;37;8
354190;Queluz;24;0
354220;Rancharia;65;5
354240;Regente Feijó;13;0
354260;Registro;120;6
354290;Ribeirão Bonito;12;0
354300;Ribeirão Branco;20;0
354330;Ribeirão Pires;109;11
354340;Ribeirão Preto;1577;171
354380;Rinópolis;16;0
354390;Rio Claro;190;34
354400;Rio das Pedras;31;0
354420;Riolândia;23;0
354425;Rosana;41;0
354430;Roseira;9;0
354490;Sales Oliveira;16;0
354500;Salesópolis;16;0
354520;Salto;87;16
354530;Salto de Pirapora;32;0
354540;Salto Grande;25;0
354560;Santa Adélia;17;0
354580;Santa Bárbara d'Oeste;128;9
354630;Santa Cruz das Palmeiras;30;0
354640;Santa Cruz do Rio Pardo;57;7
354660;Santa Fé do Sul;56;7
354680;Santa Isabel;40;7
354700;Santa Maria da Serra;6;0
354730;Santana de Parnaíba;20;0
354750;Santa Rita do Passa Quatro;64;0
354760;Santa Rosa de Viterbo;20;0
354770;Santo Anastácio;38;0
354780;Santo André;1171;288
354790;Santo Antônio da Alegria;13;0
354850;Santos;1251;196
354860;São Bento do Sapucaí;23;0
354870;São Bernardo do Campo;863;163
354880;São Caetano do Sul;481;149
354890;São Carlos;319;43
354910;São João da Boa Vista;163;20
354940;São Joaquim da Barra;66;8
354970;São José do Rio Pardo;106;7
354980;São José do Rio Preto;1454;209
354990;São José dos Campos;1020;198
355000;São Luiz do Paraitinga;18;0
355010;São Manuel;20;0
355020;São Miguel Arcanjo;42;0
355030;São Paulo;23004;3409
355040;São Pedro;37;0
355060;São Roque;46;5
355070;São Sebastião;68;8
355080;São Sebastião da Grama;25;0
355090;São Simão;33;0
355100;São Vicente;208;16
355150;Serrana;32;0
355160;Serra Negra;29;0
355170;Sertãozinho;110;15
355200;Silveiras;1;0
355210;Socorro;47;0
355220;Sorocaba;1128;152
355230;Sud Mennucci;18;0
355240;Sumaré;109;18
355250;Suzano;84;18
355260;Tabapuã;23;0
355270;Tabatinga;22;0
355280;Taboão da Serra;260;18
355300;Taguaí;17;0
355320;Taiuva;4;0
355330;Tambaú;22;0
355340;Tanabi;49;0
355360;Tapiratiba;10;0
355370;Taquaritinga;90;8
355380;Taquarituba;30;0
355400;Tatuí;83;15
355410;Taubaté?;367;49
355430;Teodoro Sampaio;41;0
355440;Terra Roxa;24;0
355450;Tietê;33;0
355470;Torrinha;14;0
355500;Tupã;388;27
355510;Tupi Paulista;35;0
355540;Ubatuba;49;0
355580;Urânia;26;0
355600;Urupês;29;0
355620;Valinhos;116;46
355630;Valparaíso;35;0
355640;Vargem Grande do Sul;36;0
355645;Vargem Grande Paulista;70;0
355650;Várzea Paulista;26;0
355660;Vera Cruz;0;0
355670;Vinhedo;61;18
355680;Viradouro;32;0
355700;Votorantim;43;5
355710;Votuporanga;152;18
355720;Chavantes;41;0
410010;Abatiá;19;0
410020;Adrianópolis;3;0
410045;Altamira do Paraná;12;0
410050;Altônia;25;0
410060;Alto Paraná;11;0
410080;Alvorada do Sul;10;0
410090;Amaporã;7;0
410100;Ampére;21;0
410110;Andirá;35;0
410120;Antonina;19;0
410130;Antônio Olinto;2;0
410140;Apucarana;154;18
410150;Arapongas;337;79
410160;Arapoti;18;0
410170;Araruna;17;0
410180;Araucária;54;9
410190;Assaí;25;0
410200;Assis Chateaubriand;52;0
410210;Astorga;45;0
410220;Atalaia;9;0
410240;Bandeirantes;106;12
410250;Barbosa Ferraz;18;0
410280;Bela Vista do Paraíso;10;0
410290;Bituruna;21;0
410300;Boa Esperança;7;0
410305;Boa Vista da Aparecida;15;0
410310;Bocaiuva do Sul;6;0
410320;Bom Sucesso;14;0
410330;Borrazópolis;19;0
410360;Cambará;60;0
410370;Cambé;68;16
410390;Campina da Lagoa;20;0
410400;Campina Grande do Sul;311;68
410420;Campo Largo;754;301
410430;Campo Mourão;183;30
410440;Cândido de Abreu;17;0
410442;Candói;25;0
410450;Capanema;27;0
410460;Capitão Leônidas Marques;24;0
410480;Cascavel;830;119
410490;Castro;46;10
410510;Centenário do Sul;12;0
410520;Cerro Azul;21;0
410530;Céu Azul;22;0
410540;Chopinzinho;45;0
410550;Cianorte;103;18
410560;Cidade Gaúcha;12;0
410570;Clevelândia;30;0
410580;Colombo;72;0
410590;Colorado;77;0
410600;Congonhinhas;9;0
410610;Conselheiro Mairinck;10;0
410620;Contenda;11;0
410630;Corbélia;22;0
410640;Cornélio Procópio;138;30
410650;Coronel Vivida;54;0
410660;Cruzeiro do Oeste;18;0
410670;Cruzeiro do Sul;8;0
410680;Cruz Machado;22;0
410690;Curitiba;3831;467
410700;Curiúva;11;0
410710;Diamante do Norte;11;0
410715;Diamante d'Oeste;10;0
410720;Dois Vizinhos;76;0
410730;Doutor Camargo;11;0
410750;Engenheiro Beltrão;24;0
410753;Entre Rios do Oeste;18;0
410760;Faxinal;19;0
410765;Fazenda Rio Grande;22;0
410775;Figueira;23;0
410800;Florestópolis;12;0
410820;Formosa do Oeste;24;0
410830;Foz do Iguaçu;288;58
410832;Francisco Alves;7;0
410840;Francisco Beltrão;195;35
410855;Godoy Moreira;6;0
410860;Goioerê;64;0
410870;Grandes Rios;19;0
410880;Guaíra;37;0
410890;Guairaçá;8;0
410900;Guapirama;10;0
410930;Guaraniaçu;50;0
410940;Guarapuava;221;30
410950;Guaraqueçaba;6;0
410960;Guaratuba;23;0
410970;Ibaiti;35;0
410975;Ibema;22;0
410980;Ibiporã;78;0
411030;Inajá;6;0
411040;Indianópolis;12;0
411050;Ipiranga;16;0
411060;Iporã;16;0
411070;Irati;92;11
411080;Iretama;20;0
411090;Itaguajé;13;0
411095;Itaipulândia;20;0
411100;Itambaracá;12;0
411110;Itambé;12;0
411125;Itaperuçu;28;0
411130;Itaúna do Sul;9;0
411140;Ivaí;9;0
411150;Ivaiporã;128;21
411160;Ivatuba;14;0
411170;Jaboti;10;0
411180;Jacarezinho;69;16
411190;Jaguapitã;20;0
411200;Jaguariaíva;52;0
411210;Jandaia do Sul;30;0
411230;Japira;2;0
411240;Japurá;14;0
411250;Jardim Alegre;15;0
411270;Jataizinho;10;0
411275;Jesuítas;16;0
411280;Joaquim Távora;22;0
411290;Jundiaí do Sul;14;0
411295;Juranda;15;0
411300;Jussara;12;0
411310;Kaloré;16;0
411320;Lapa;133;0
411330;Laranjeiras do Sul;69;0
411345;Lindoeste;14;0
411350;Loanda;37;0
411370;Londrina;1249;199
411375;Lunardelli;20;0
411380;Lupionópolis;8;0
411390;Mallet;19;0
411400;Mamborê;11;0
411410;Mandaguaçu;47;0
411420;Mandaguari;32;0
411430;Mandirituba;23;0
411440;Mangueirinha;25;0
411450;Manoel Ribas;15;0
411460;Marechal Cândido Rondon;63;0
411500;Marilena;13;0
411520;Maringá;868;165
411535;Maripá;0;0
411540;Marmeleiro;37;0
411550;Marumbi;12;0
411560;Matelândia;25;0
411570;Matinhos;0;0
411580;Medianeira;150;13
411600;Miraselva;6;0
411605;Missal;31;0
411620;Morretes;23;0
411670;Nova Aurora;39;0
411680;Nova Cantu;11;0
411690;Nova Esperança;50;0
411695;Nova Esperança do Sudoeste;9;0
411700;Nova Fátima;14;0
411710;Nova Londrina;20;0
411720;Nova Olímpia;13;0
411722;Nova Santa Rosa;11;0
411725;Nova Prata do Iguaçu;13;0
411727;Nova Tebas;20;0
411730;Ortigueira;13;0
411750;Paiçandu;16;0
411760;Palmas;50;10
411770;Palmeira;84;0
411790;Palotina;30;0
411800;Paraíso do Norte;18;0
411820;Paranaguá;126;18
411830;Paranapoema;8;0
411840;Paranavaí;130;10
411845;Pato Bragado;12;0
411850;Pato Branco;212;24
411870;Paulo Frontin;7;0
411890;Pérola;15;0
411910;Piên;30;0
411915;Pinhais;56;0
411920;Pinhalão;13;0
411930;Pinhão;51;0
411940;Piraí do Sul;14;0
411950;Piraquara;84;0
411960;Pitanga;48;0
411970;Planaltina do Paraná;9;0
411980;Planalto;35;0
411990;Ponta Grossa;575;72
412000;Porecatu;19;0
412020;Porto Rico;6;0
412033;Prado Ferreira;14;0
412035;Pranchita;33;0
412040;Presidente Castelo Branco;13;0
412050;Primeiro de Maio;9;0
412060;Prudentópolis;77;0
412070;Quatiguá;17;0
412090;Quedas do Iguaçu;20;0
412100;Querência do Norte;17;0
412120;Quitandinha;15;0
412130;Rancho Alegre;12;0
412150;Rebouças;51;0
412170;Reserva;18;0
412180;Ribeirão Claro;33;0
412190;Ribeirão do Pinhal;32;0
412200;Rio Azul;31;0
412220;Rio Branco do Sul;25;0
412230;Rio Negro;22;0
412240;Rolândia;35;0
412250;Roncador;17;0
412260;Rondon;22;0
412265;Rosário do Ivaí;14;0
412290;Salto do Itararé;13;0
412300;Salto do Lontra;16;0
412310;Santa Amélia;10;0
412350;Santa Helena;37;0
412370;Santa Isabel do Ivaí;16;0
412380;Santa Izabel do Oeste;20;0
412385;Santa Maria do Oeste;23;0
412390;Santa Mariana;21;0
412400;Santana do Itararé;13;0
412410;Santo Antônio da Platina;77;0
412420;Santo Antônio do Caiuá;6;0
412430;Santo Antônio do Paraíso;7;0
412440;Santo Antônio do Sudoeste;19;0
412460;São Carlos do Ivaí;10;0
412470;São Jerônimo da Serra;15;0
412490;São João do Caiuá;8;0
412500;São João do Ivaí;13;0
412510;São João do Triunfo;18;0
412520;São Jorge d'Oeste;17;0
412535;São Jorge do Patrocínio;12;0
412540;São José da Boa Vista;11;0
412545;São José das Palmeiras;15;0
412550;São José dos Pinhais;124;19
412560;São Mateus do Sul;24;0
412570;São Miguel do Iguaçu;225;20
412580;São Pedro do Ivaí;16;0
412600;São Sebastião da Amoreira;21;0
412620;Sapopema;27;0
412625;Sarandi;123;15
412630;Sengés;18;0
412640;Sertaneja;17;0
412650;Sertanópolis;12;0
412660;Siqueira Campos;41;0
412667;Tamarana;9;0
412670;Tamboara;6;0
412700;Teixeira Soares;10;0
412710;Telêmaco Borba;107;12
412720;Terra Boa;38;0
412730;Terra Rica;17;0
412740;Terra Roxa;11;0
412750;Tibagi;20;0
412760;Tijucas do Sul;10;0
412770;Toledo;212;36
412780;Tomazina;46;0
412785;Três Barras do Paraná;24;0
412788;Tunas do Paraná;4;0
412790;Tuneiras do Oeste;17;0
412795;Tupãssi;17;0
412796;Turvo;35;0
412800;Ubiratã;61;0
412810;Umuarama;431;54
412820;União da Vitória;83;16
412840;Uraí;24;0
412850;Wenceslau Braz;25;0
412855;Vera Cruz do Oeste;14;0
412860;Verê;18;0
420010;Abelardo Luz;33;0
420020;Agrolândia;14;0
420040;Água Doce;21;0
420070;Alfredo Wagner;15;0
420090;Angelina;42;0
420100;Anita Garibaldi;27;0
420110;Anitápolis;22;0
420127;Arabutã;20;0
420140;Araranguá;79;10
420150;Armazém;24;0
420160;Arroio Trinta;14;0
420190;Aurora;7;0
420200;Balneário Camboriú;215;30
420220;Benedito Novo;1;0
420230;Biguaçu;47;0
420240;Blumenau;557;65
420260;Bom Retiro;34;0
420280;Braço do Norte;44;0
420290;Brusque;200;20
420300;Caçador;85;20
420310;Caibi;22;0
420320;Camboriú;20;0
420330;Campo Alegre;28;0
420340;Campo Belo do Sul;24;0
420350;Campo Erê;26;0
420360;Campos Novos;68;0
420370;Canelinha;10;0
420380;Canoinhas;43;10
420390;Capinzal;46;0
420400;Catanduvas;28;0
420410;Caxambu do Sul;23;0
420420;Chapecó;290;23
420430;Concórdia;131;10
420440;Coronel Freitas;27;0
420455;Correia Pinto;23;0
420460;Criciúma;358;54
420470;Cunha Porã;29;0
420480;Curitibanos;67;8
420490;Descanso;26;0
420500;Dionísio Cerqueira;34;0
420520;Erval Velho;40;0
420530;Faxinal dos Guedes;26;0
420540;Florianópolis;1386;158
420550;Fraiburgo;42;0
420580;Garuva;5;0
420590;Gaspar;82;0
420630;Guabiruba;16;0
420640;Guaraciaba;32;0
420650;Guaramirim;50;0
420660;Guarujá do Sul;13;0
420680;Ibicaré;0;0
420690;Ibirama;59;10
420700;Içara;56;0
420720;Imaruí;26;0
420730;Imbituba;52;0
420740;Imbuia;6;0
420750;Indaial;70;0
420760;Ipira;24;0
420765;Iporã do Oeste;35;0
420770;Ipumirim;9;0
420780;Irani;17;0
420790;Irineópolis;13;0
420800;Itá;27;0
420810;Itaiópolis;21;0
420820;Itajaí;265;31
420830;Itapema;20;0
420840;Itapiranga;40;0
420845;Itapoá;1;0
420850;Ituporanga;37;10
420870;Jacinto Machado;28;0
420880;Jaguaruna;43;0
420890;Jaraguá do Sul;239;30
420900;Joaçaba;129;10
420910;Joinville;908;98
420915;José Boiteux;1;0
420930;Lages;336;20
420940;Laguna;47;0
420960;Lauro Müller;23;0
420970;Lebon Régis;45;0
