,uf,city,estimated_population
1714,AL,Ouro Branco,11496
1715,AL,Palestina,5011
1716,AL,Palmeira dos Índios,73218
1717,AL,Pão de Açúcar,24399
1718,AL,Pariconha,10533
1719,AL,Paripueira,13176
1720,AL,Passo de Camaragibe,15245
1721,AL,Paulo Jacinto,7564
1722,AL,Penedo,63683
1723,AL,Piaçabuçu,17827
1724,AL,Pilar,35111
1725,AL,Pindoba,2908
1726,AL,Piranhas,25039
1727,AL,Poço das Trincheiras,14386
1728,AL,Porto Calvo,27165
1729,AL,Porto de Pedras,7786
1730,AL,Porto Real do Colégio,20066
1731,AL,Quebrangulo,11294
1732,AL,Rio Largo,75120
1733,AL,Roteiro,6664
1734,AL,Santa Luzia do Norte,7296
1735,AL,Santana do Ipanema,47654
1736,AL,Santana do Mundaú,10740
1737,AL,São Brás,6961
1738,AL,São José da Laje,23927
1739,AL,São José da Tapera,32260
1740,AL,São Luís do Quitunde,34555
1741,AL,São Miguel dos Campos,61251
1742,AL,São Miguel dos Milagres,7951
1743,AL,São Sebastião,34152
1744,AL,Satuba,13828
1745,AL,Senador Rui Palmeira,13870
1746,AL,Tanque d'Arca,6162
1747,AL,Taquarana,19980
1748,AL,Teotônio Vilela,44169
1749,AL,Traipu,27715
1750,AL,União dos Palmares,65611
1751,AL,Viçosa,25733
1752,SE,Amparo de São Francisco,2374
1753,SE,Aquidabã,21563
1754,SE,Aracaju,657013
1755,SE,Arauá,10056
1756,SE,Areia Branca,18542
1757,SE,Barra dos Coqueiros,30407
1758,SE,Boquim,26816
1759,SE,Brejo Grande,8309
1760,SE,Campo do Brito,18109
1761,SE,Canhoba,4008
1762,SE,Canindé de São Francisco,29900
1763,SE,Capela,34213
1764,SE,Carira,22082
1765,SE,Carmópolis,16634
1766,SE,Cedro de São João,5897
1767,SE,Cristinápolis,17874
1768,SE,Cumbe,3987
1769,SE,Divina Pastora,5138
1770,SE,Estância,69184
1771,SE,Feira Nova,5584
1772,SE,Frei Paulo,15421
1773,SE,Gararu,11604
1774,SE,General Maynard,3346
1775,SE,Graccho Cardoso,5818
1776,SE,Ilha das Flores,8520
1777,SE,Indiaroba,17957
1778,SE,Itabaiana,95427
1779,SE,Itabaianinha,41928
1780,SE,Itabi,4903
1781,SE,Itaporanga d'Ajuda,34356
1782,SE,Japaratuba,18743
1783,SE,Japoatã,13434
1784,SE,Lagarto,104408
1785,SE,Laranjeiras,29826
1786,SE,Macambira,6919
1787,SE,Malhada dos Bois,3682
1788,SE,Malhador,12618
1789,SE,Maruim,17213
1790,SE,Moita Bonita,11335
1791,SE,Monte Alegre de Sergipe,15031
1792,SE,Muribeca,7625
1793,SE,Neópolis,18719
1794,SE,Nossa Senhora Aparecida,8796
1795,SE,Nossa Senhora da Glória,36924
1796,SE,Nossa Senhora das Dores,26629
1797,SE,Nossa Senhora de Lourdes,6483
1798,SE,Nossa Senhora do Socorro,183628
1799,SE,Pacatuba,14428
1800,SE,Pedra Mole,3261
1801,SE,Pedrinhas,9602
1802,SE,Pinhão,6576
1803,SE,Pirambu,9280
1804,SE,Poço Redondo,34775
1805,SE,Poço Verde,23728
1806,SE,Porto da Folha,28596
1807,SE,Propriá,29626
1808,SE,Riachão do Dantas,19805
1809,SE,Riachuelo,10213
1810,SE,Ribeirópolis,18652
1811,SE,Rosário do Catete,10855
1812,SE,Salgado,19998
1813,SE,Santa Luzia do Itanhy,14035
1814,SE,Santana do São Francisco,7780
1815,SE,Santa Rosa de Lima,3913
1816,SE,Santo Amaro das Brotas,12102
1817,SE,São Cristóvão,90072
1818,SE,São Domingos,11137
1819,SE,São Francisco,3724
1820,SE,São Miguel do Aleixo,3930
1821,SE,Simão Dias,40484
1822,SE,Siriri,8893
1823,SE,Telha,3227
1824,SE,Tobias Barreto,52191
1825,SE,Tomar do Geru,13536
1826,SE,Umbaúba,25294
1827,BA,Abaíra,8739
1828,BA,Abaré,20086
1829,BA,Acajutiba,15159
1830,BA,Adustina,17040
1831,BA,Água Fria,16970
1832,BA,Érico Cardoso,10610
1833,BA,Aiquara,4446
1834,BA,Alagoinhas,151596
1835,BA,Alcobaça,22470
1836,BA,Almadina,5464
1837,BA,Amargosa,37241
1838,BA,Amélia Rodrigues,25102
1839,BA,América Dourada,16094
1840,BA,Anagé,17857
1841,BA,Andaraí,13143
1842,BA,Andorinha,14595
1843,BA,Angical,13977
1844,BA,Anguera,11221
1845,BA,Antas,19291
1846,BA,Antônio Cardoso,11683
1847,BA,Antônio Gonçalves,11798
1848,BA,Aporá,17731
1849,BA,Apuarema,7330
1850,BA,Aracatu,13135
1851,BA,Araças,12177
1852,BA,Araci,54379
1853,BA,Aramari,11397
1854,BA,Arataca,11019
1855,BA,Aratuípe,8825
1856,BA,Aurelino Leal,11531
1857,BA,Baianópolis,13877
1858,BA,Baixa Grande,20468
1859,BA,Banzaê,13229
1860,BA,Barra,53578
1861,BA,Barra da Estiva,20598
1862,BA,Barra do Choça,31603
1863,BA,Barra do Mendes,13865
1864,BA,Barra do Rocha,5714
1865,BA,Barreiras,155439
1866,BA,Barro Alto,14931
1867,BA,Barrocas,15978
1868,BA,Barro Preto,5591
1869,BA,Belmonte,23328
1870,BA,Belo Campo,17211
1871,BA,Biritinga,15979
1872,BA,Boa Nova,12633
1873,BA,Boa Vista do Tupim,18576
1874,BA,Bom Jesus da Lapa,69148
1875,BA,Bom Jesus da Serra,9880
1876,BA,Boninal,14368
1877,BA,Bonito,16764
1878,BA,Boquira,21508
1879,BA,Botuporã,10211
1880,BA,Brejões,14295
1881,BA,Brejolândia,10557
1882,BA,Brotas de Macaúbas,10231
1883,BA,Brumado,67195
1884,BA,Buerarema,18349
1885,BA,Buritirama,21174
1886,BA,Caatiba,6758
1887,BA,Cabaceiras do Paraguaçu,18807
1888,BA,Cachoeira,33470
1889,BA,Caculé,23170
1890,BA,Caém,9213
1891,BA,Caetanos,15573
1892,BA,Caetité,50975
1893,BA,Cafarnaum,18437
1894,BA,Cairu,18176
1895,BA,Caldeirão Grande,13327
1896,BA,Camacan,31988
1897,BA,Camaçari,299132
1898,BA,Camamu,35316
1899,BA,Campo Alegre de Lourdes,28798
1900,BA,Campo Formoso,71206
1901,BA,Canápolis,9711
1902,BA,Canarana,26176
1903,BA,Canavieiras,31099
1904,BA,Candeal,8258
1905,BA,Candeias,87076
1906,BA,Candiba,14319
1907,BA,Cândido Sales,25189
1908,BA,Cansanção,34834
1909,BA,Canudos,16668
1910,BA,Capela do Alto Alegre,11637
1911,BA,Capim Grosso,30662
1912,BA,Caraíbas,8951
1913,BA,Caravelas,22016
1914,BA,Cardeal da Silva,9295
1915,BA,Carinhanha,29018
1916,BA,Casa Nova,71969
1917,BA,Castro Alves,26264
1918,BA,Catolândia,3577
1919,BA,Catu,54704
1920,BA,Caturama,9329
1921,BA,Central,17266
1922,BA,Chorrochó,11177
1923,BA,Cícero Dantas,32515
1924,BA,Cipó,17300
1925,BA,Coaraci,16993
1926,BA,Cocos,18777
1927,BA,Conceição da Feira,22581
1928,BA,Conceição do Almeida,17247
1929,BA,Conceição do Coité,66612
1930,BA,Conceição do Jacuípe,33153
1931,BA,Conde,25837
1932,BA,Condeúba,17247
1933,BA,Contendas do Sincorá,4066
1934,BA,Coração de Maria,22605
1935,BA,Cordeiros,8614
1936,BA,Coribe,14194
1937,BA,Coronel João Sá,15895
1938,BA,Correntina,32137
1939,BA,Cotegipe,13782
1940,BA,Cravolândia,5349
1941,BA,Crisópolis,21103
1942,BA,Cristópolis,13910
1943,BA,Cruz das Almas,63239
1944,BA,Curaçá,34700
1945,BA,Dário Meira,10710
1946,BA,Dias d'Ávila,81089
1947,BA,Dom Basílio,12199
1948,BA,Dom Macedo Costa,4058
1949,BA,Elísio Medrado,8122
1950,BA,Encruzilhada,17006
1951,BA,Entre Rios,41780
1952,BA,Esplanada,37237
1953,BA,Euclides da Cunha,60585
1954,BA,Eunápolis,113380
1955,BA,Fátima,17890
1956,BA,Feira da Mata,5665
1957,BA,Feira de Santana,614872
1958,BA,Filadélfia,16377
1959,BA,Firmino Alves,5617
1960,BA,Floresta Azul,10629
1961,BA,Formosa do Rio Preto,25591
1962,BA,Gandu,32403
1963,BA,Gavião,4463
1964,BA,Gentio do Ouro,11233
1965,BA,Glória,15221
1966,BA,Gongogi,7128
1967,BA,Governador Mangabeira,20722
1968,BA,Guajeru,6937
1969,BA,Guanambi,84481
1970,BA,Guaratinga,20843
1971,BA,Heliópolis,13031
1972,BA,Iaçu,24305
1973,BA,Ibiassucê,9224
1974,BA,Ibicaraí,21689
1975,BA,Ibicoara,19571
1976,BA,Ibicuí,16198
1977,BA,Ibipeba,18211
1978,BA,Ibipitanga,14902
1979,BA,Ibiquera,4044
1980,BA,Ibirapitanga,23375
1981,BA,Ibirapuã,8637
1982,BA,Ibirataia,15312
1983,BA,Ibitiara,16339
1984,BA,Ibititá,17113
1985,BA,Ibotirama,26927
1986,BA,Ichu,6206
1987,BA,Igaporã,15640
1988,BA,Igrapiúna,13226
1989,BA,Iguaí,26916
1990,BA,Ilhéus,162327
1991,BA,Inhambupe,39926
1992,BA,Ipecaetá,14487
1993,BA,Ipiaú,45873
1994,BA,Ipirá,59595
1995,BA,Ipupiara,9865
1996,BA,Irajuba,7260
1997,BA,Iramaia,8537
1998,BA,Iraquara,25216
1999,BA,Irará,29034
2000,BA,Irecê,72967
2001,BA,Itabela,30584
2002,BA,Itaberaba,64489
2003,BA,Itabuna,213223
2004,BA,Itacaré,28296
2005,BA,Itaeté,16056
2006,BA,Itagi,12351
2007,BA,Itagibá,14579
2008,BA,Itagimirim,6869
2009,BA,Itaguaçu da Bahia,14429
2010,BA,Itaju do Colônia,6682
2011,BA,Itajuípe,20491
2012,BA,Itamaraju,64486
2013,BA,Itamari,8035
2014,BA,Itambé,23049
2015,BA,Itanagra,6441
2016,BA,Itanhém,19405
2017,BA,Itaparica,22228
2018,BA,Itapé,8761
2019,BA,Itapebi,10259
2020,BA,Itapetinga,76147
2021,BA,Itapicuru,35576
2022,BA,Itapitanga,10313
2023,BA,Itaquara,8319
2024,BA,Itarantim,19747
2025,BA,Itatim,14487
2026,BA,Itiruçu,12576
2027,BA,Itiúba,36089
2028,BA,Itororó,20382
2029,BA,Ituaçu,18962
2030,BA,Ituberá,28602
2031,BA,Iuiú,10994
2032,BA,Jaborandi,8385
2033,BA,Jacaraci,14842
2034,BA,Jacobina,80518
2035,BA,Jaguaquara,54423
2036,BA,Jaguarari,33570
2037,BA,Jaguaripe,18788
2038,BA,Jandaíra,10709
2039,BA,Jequié,155966
2040,BA,Jeremoabo,40463
2041,BA,Jiquiriçá,14537
2042,BA,Jitaúna,11166
2043,BA,João Dourado,25188
2044,BA,Juazeiro,216707
2045,BA,Jucuruçu,9126
2046,BA,Jussara,15284
2047,BA,Jussari,5833
2048,BA,Jussiape,6186
2049,BA,Lafaiete Coutinho,3724
2050,BA,Lagoa Real,15665
2051,BA,Laje,23840
2052,BA,Lajedão,3955
2053,BA,Lajedinho,3783
2054,BA,Lajedo do Tabocal,8562
2055,BA,Lamarão,8307
2056,BA,Lapão,27223
2057,BA,Lauro de Freitas,198440
2058,BA,Lençóis,11409
2059,BA,Licínio de Almeida,12388
2060,BA,Livramento de Nossa Senhora,45732
2061,BA,Luís Eduardo Magalhães,87519
2062,BA,Macajuba,11348
2063,BA,Macarani,18755
2064,BA,Macaúbas,49826
2065,BA,Macururé,7824
2066,BA,Madre de Deus,21093
2067,BA,Maetinga,3161
2068,BA,Maiquinique,10112
2069,BA,Mairi,18676
2070,BA,Malhada,16845
2071,BA,Malhada de Pedras,8393
2072,BA,Manoel Vitorino,13240
2073,BA,Mansidão,13643
2074,BA,Maracás,20834
2075,BA,Maragogipe,44677
2076,BA,Maraú,20570
2077,BA,Marcionílio Souza,10406
2078,BA,Mascote,13822
2079,BA,Mata de São João,46583
2080,BA,Matina,12201
2081,BA,Medeiros Neto,22688
2082,BA,Miguel Calmon,26023
2083,BA,Milagres,10950
2084,BA,Mirangaba,18338
2085,BA,Mirante,8641
2086,BA,Monte Santo,49418
2087,BA,Morpará,8519
2088,BA,Morro do Chapéu,35413
2089,BA,Mortugaba,12042
2090,BA,Mucugê,9062
2091,BA,Mucuri,41748
2092,BA,Mulungu do Morro,10889
2093,BA,Mundo Novo,26776
2094,BA,Muniz Ferreira,7422
2095,BA,Muquém de São Francisco,11348
2096,BA,Muritiba,29399
2097,BA,Mutuípe,22221
2098,BA,Nazaré,28525
2099,BA,Nilo Peçanha,13997
2100,BA,Nordestina,13130
2101,BA,Nova Canaã,16462
2102,BA,Nova Fátima,7812
2103,BA,Nova Ibiá,6591
2104,BA,Nova Itarana,8226
2105,BA,Nova Redenção,9118
2106,BA,Nova Soure,26947
2107,BA,Nova Viçosa,43376
2108,BA,Novo Horizonte,12385
2109,BA,Novo Triunfo,15440
2110,BA,Olindina,28229
2111,BA,Oliveira dos Brejinhos,21825
2112,BA,Ouriçangas,8564
2113,BA,Ourolândia,17451
2114,BA,Palmas de Monte Alto,21750
2115,BA,Palmeiras,9019
2116,BA,Paramirim,21607
2117,BA,Paratinga,32000
2118,BA,Paripiranga,28989
2119,BA,Pau Brasil,9831
2120,BA,Paulo Afonso,117782
2121,BA,Pé de Serra,13578
2122,BA,Pedrão,7347
2123,BA,Pedro Alexandre,16667
2124,BA,Piatã,17123
2125,BA,Pilão Arcado,35048
2126,BA,Pindaí,16260
2127,BA,Pindobaçu,20150
2128,BA,Pintadas,10437
2129,BA,Piraí do Norte,10023
2130,BA,Piripá,10707
2131,BA,Piritiba,24755
2132,BA,Planaltino,9322
2133,BA,Planalto,26265
2134,BA,Poções,46871
2135,BA,Pojuca,39519
2136,BA,Ponto Novo,14914
2137,BA,Porto Seguro,148686
2138,BA,Potiraguá,7224
2139,BA,Prado,28174
2140,BA,Presidente Dutra,15142
2141,BA,Presidente Jânio Quadros,12338
2142,BA,Presidente Tancredo Neves,27719
2143,BA,Queimadas,25439
2144,BA,Quijingue,27580
2145,BA,Quixabeira,8972
2146,BA,Rafael Jambeiro,22621
2147,BA,Remanso,41008
2148,BA,Retirolândia,14396
2149,BA,Riachão das Neves,22339
2150,BA,Riachão do Jacuípe,33436
2151,BA,Riacho de Santana,35421
2152,BA,Ribeira do Amparo,14592
2153,BA,Ribeira do Pombal,53807
2154,BA,Ribeirão do Largo,5812
2155,BA,Rio de Contas,12989
2156,BA,Rio do Antônio,15371
2157,BA,Rio do Pires,11655
2158,BA,Rio Real,40732
2159,BA,Rodelas,9331
2160,BA,Ruy Barbosa,30814
2161,BA,Salinas da Margarida,15667
2162,BA,Salvador,2872347
2163,BA,Santa Bárbara,20791
2164,BA,Santa Brígida,14213
2165,BA,Santa Cruz Cabrália,27778
2166,BA,Santa Cruz da Vitória,6315
2167,BA,Santa Inês,10631
2168,BA,Santaluz,37348
2169,BA,Santa Luzia,12597
2170,BA,Santa Maria da Vitória,39845
2171,BA,Santana,26614
2172,BA,Santanópolis,8943
2173,BA,Santa Rita de Cássia,28338
2174,BA,Santa Teresinha,10405
2175,BA,Santo Amaro,60069
2176,BA,Santo Antônio de Jesus,101512
2177,BA,Santo Estêvão,52850
2178,BA,São Desidério,33742
2179,BA,São Domingos,9058
2180,BA,São Félix,14740
2181,BA,São Félix do Coribe,15391
2182,BA,São Felipe,21074
2183,BA,São Francisco do Conde,39802
2184,BA,São Gabriel,18793
2185,BA,São Gonçalo dos Campos,37550
2186,BA,São José da Vitória,5657
2187,BA,São José do Jacuípe,10462
2188,BA,São Miguel das Matas,11675
2189,BA,São Sebastião do Passé,44300
2190,BA,Sapeaçu,17398
2191,BA,Sátiro Dias,17273
2192,BA,Saubara,12043
2193,BA,Saúde,12913
2194,BA,Seabra,44091
2195,BA,Sebastião Laranjeiras,11434
2196,BA,Senhor do Bonfim,79015
2197,BA,Serra do Ramalho,31472
2198,BA,Sento Sé,40684
2199,BA,Serra Dourada,17386
2200,BA,Serra Preta,14878
2201,BA,Serrinha,80861
2202,BA,Serrolândia,13397
2203,BA,Simões Filho,134377
2204,BA,Sítio do Mato,13012
2205,BA,Sítio do Quinto,9986
2206,BA,Sobradinho,23191
2207,BA,Souto Soares,16979
2208,BA,Tabocas do Brejo Velho,12518
2209,BA,Tanhaçu,20403
2210,BA,Tanque Novo,17366
2211,BA,Tanquinho,7918
2212,BA,Taperoá,21074
2213,BA,Tapiramutá,17010
2214,BA,Teixeira de Freitas,160487
2215,BA,Teodoro Sampaio,7425
2216,BA,Teofilândia,22518
2217,BA,Teolândia,14943
2218,BA,Terra Nova,13033
2219,BA,Tremedal,16394
2220,BA,Tucano,50687
2221,BA,Uauá,24240
2222,BA,Ubaíra,19895
2223,BA,Ubaitaba,19056
2224,BA,Ubatã,27035
2225,BA,Uibaí,13887
2226,BA,Umburanas,19222
2227,BA,Una,19002
2228,BA,Urandi,16658
2229,BA,Uruçuca,20519
2230,BA,Utinga,19178
2231,BA,Valença,96562
2232,BA,Valente,28473
2233,BA,Várzea da Roça,14104
2234,BA,Várzea do Poço,9170
2235,BA,Várzea Nova,12697
2236,BA,Varzedo,8838
2237,BA,Vera Cruz,43223
2238,BA,Vereda,6205
2239,BA,Vitória da Conquista,341597
2240,BA,Wagner,9345
2241,BA,Wanderley,12238
2242,BA,Wenceslau Guimarães,21101
2243,BA,Xique-Xique,46483
2244,MG,Abadia dos Dourados,6989
2245,MG,Abaeté,23237
2246,MG,Abre Campo,13454
2247,MG,Acaiaca,3994
2248,MG,Açucena,9470
2249,MG,Água Boa,13735
2250,MG,Água Comprida,1999
2251,MG,Aguanil,4486
2252,MG,Águas Formosas,19207
2253,MG,Águas Vermelhas,13539
2254,MG,Aimorés,25167
2255,MG,Aiuruoca,6003
2256,MG,Alagoa,2674
2257,MG,Albertina,3007
2258,MG,Além Paraíba,35362
2259,MG,Alfenas,79996
2260,MG,Alfredo Vasconcelos,6907
2261,MG,Almenara,41896
2262,MG,Alpercata,7424
2263,MG,Alpinópolis,19853
2264,MG,Alterosa,14466
2265,MG,Alto Caparaó,5847
2266,MG,Alto Rio Doce,11000
2267,MG,Alvarenga,3907
2268,MG,Alvinópolis,15203
2269,MG,Alvorada de Minas,3606
2270,MG,Amparo do Serra,4713
2271,MG,Andradas,41077
2272,MG,Cachoeira de Pajeú,9412
2273,MG,Andrelândia,12224
2274,MG,Angelândia,8520
2275,MG,Antônio Carlos,11445
2276,MG,Antônio Dias,9318
2277,MG,Antônio Prado de Minas,1598
2278,MG,Araçaí,2347
2279,MG,Aracitaba,2063
2280,MG,Araçuaí,36708
2281,MG,Araguari,117267
2282,MG,Arantina,2795
2283,MG,Araponga,8439
2284,MG,Araporã,6869
2285,MG,Arapuá,2834
2286,MG,Araújos,9273
2287,MG,Araxá,106229
2288,MG,Arceburgo,10772
2289,MG,Arcos,40092
2290,MG,Areado,15070
2291,MG,Argirita,2727
2292,MG,Aricanduva,5231
2293,MG,Arinos,17875
2294,MG,Astolfo Dutra,14179
2295,MG,Ataléia,12868
2296,MG,Augusto de Lima,4869
2297,MG,Baependi,19148
2298,MG,Baldim,7826
2299,MG,Bambuí,23829
2300,MG,Bandeira,4795
2301,MG,Bandeira do Sul,5746
2302,MG,Barão de Cocais,32485
2303,MG,Barão de Monte Alto,5397
2304,MG,Barbacena,137313
2305,MG,Barra Longa,5131
2306,MG,Barroso,20810
2307,MG,Bela Vista de Minas,10255
2308,MG,Belmiro Braga,3429
2309,MG,Belo Horizonte,2512070
2310,MG,Belo Oriente,26700
2311,MG,Belo Vale,7715
2312,MG,Berilo,11932
2313,MG,Bertópolis,4604
2314,MG,Berizal,4735
2315,MG,Betim,439340
2316,MG,Bias Fortes,3379
2317,MG,Bicas,14494
2318,MG,Biquinhas,2515
2319,MG,Boa Esperança,40127
2320,MG,Bocaina de Minas,5090
2321,MG,Bocaiúva,49979
2322,MG,Bom Despacho,50605
2323,MG,Bom Jardim de Minas,6474
2324,MG,Bom Jesus da Penha,4217
2325,MG,Bom Jesus do Amparo,6083
2326,MG,Bom Jesus do Galho,14935
2327,MG,Bom Repouso,10547
2328,MG,Bom Sucesso,17603
2329,MG,Bonfim,6868
2330,MG,Bonfinópolis de Minas,5493
2331,MG,Bonito de Minas,11230
2332,MG,Borda da Mata,19412
2333,MG,Botelhos,14971
2334,MG,Botumirim,6319
2335,MG,Brasilândia de Minas,16538
2336,MG,Brasília de Minas,32347
2337,MG,Brás Pires,4333
2338,MG,Braúnas,4801
2339,MG,Brazópolis,14459
2340,MG,Brumadinho,40103
2341,MG,Bueno Brandão,11001
2342,MG,Buenópolis,10365
2343,MG,Bugre,3982
2344,MG,Buritis,24841
2345,MG,Buritizeiro,28056
2346,MG,Cabeceira Grande,6949
2347,MG,Cabo Verde,14075
2348,MG,Cachoeira da Prata,3603
2349,MG,Cachoeira de Minas,11547
2350,MG,Cachoeira Dourada,2692
2351,MG,Caetanópolis,11624
2352,MG,Caeté,44718
2353,MG,Caiana,5496
2354,MG,Cajuri,3987
2355,MG,Caldas,14480
2356,MG,Camacho,2901
2357,MG,Camanducaia,21770
2358,MG,Cambuí,29551
2359,MG,Cambuquira,12814
2360,MG,Campanário,3721
2361,MG,Campanha,16665
2362,MG,Campestre,21055
2363,MG,Campina Verde,19745
2364,MG,Campo Azul,3817
2365,MG,Campo Belo,54029
2366,MG,Campo do Meio,11655
2367,MG,Campo Florido,8151
2368,MG,Campos Altos,15461
2369,MG,Campos Gerais,28774
2370,MG,Canaã,4563
2371,MG,Canápolis,12150
2372,MG,Cana Verde,5603
2373,MG,Candeias,14886
2374,MG,Cantagalo,4525
2375,MG,Caparaó,5438
2376,MG,Capela Nova,4653
2377,MG,Capelinha,37784
2378,MG,Capetinga,6920
2379,MG,Capim Branco,9754
2380,MG,Capinópolis,16173
2381,MG,Capitão Andrade,5468
2382,MG,Capitão Enéas,15234
2383,MG,Capitólio,8632
2384,MG,Caputira,9298
2385,MG,Caraí,23685
2386,MG,Caranaíba,3183
2387,MG,Carandaí,25501
2388,MG,Carangola,33000
2389,MG,Caratinga,92062
2390,MG,Carbonita,9405
2391,MG,Careaçu,6757
2392,MG,Carlos Chagas,18837
2393,MG,Carmésia,2632
2394,MG,Carmo da Cachoeira,12170
2395,MG,Carmo da Mata,11476
2396,MG,Carmo de Minas,14859
2397,MG,Carmo do Cajuru,22478
2398,MG,Carmo do Paranaíba,30329
2399,MG,Carmo do Rio Claro,21225
2400,MG,Carmópolis de Minas,19355
2401,MG,Carneirinho,10027
2402,MG,Carrancas,4047
2403,MG,Carvalhópolis,3579
2404,MG,Carvalhos,4478
2405,MG,Casa Grande,2257
2406,MG,Cascalho Rico,3075
2407,MG,Cássia,17740
2408,MG,Conceição da Barra de Minas,3954
2409,MG,Cataguases,75123
2410,MG,Catas Altas,5376
2411,MG,Catas Altas da Noruega,3641
2412,MG,Catuji,6311
2413,MG,Catuti,4986
2414,MG,Caxambu,21656
2415,MG,Cedro do Abaeté,1164
2416,MG,Central de Minas,7032
2417,MG,Centralina,10350
2418,MG,Chácara,3154
2419,MG,Chalé,5704
2420,MG,Chapada do Norte,15356
2421,MG,Chapada Gaúcha,13680
2422,MG,Chiador,2687
2423,MG,Cipotânea,6787
2424,MG,Claraval,4843
2425,MG,Claro dos Poções,7551
2426,MG,Cláudio,28617
2427,MG,Coimbra,7556
2428,MG,Coluna,8873
2429,MG,Comendador Gomes,3111
2430,MG,Comercinho,6929
2431,MG,Conceição da Aparecida,10292
2432,MG,Conceição das Pedras,2812
2433,MG,Conceição das Alagoas,27893
2434,MG,Conceição de Ipanema,4574
2435,MG,Conceição do Mato Dentro,17842
2436,MG,Conceição do Pará,5507
2437,MG,Conceição do Rio Verde,13638
2438,MG,Conceição dos Ouros,11638
2439,MG,Cônego Marinho,7642
2440,MG,Confins,6730
2441,MG,Congonhal,11950
2442,MG,Congonhas,54762
2443,MG,Congonhas do Norte,5045
2444,MG,Conquista,6939
2445,MG,Conselheiro Lafaiete,128589
2446,MG,Conselheiro Pena,22921
2447,MG,Consolação,1783
2448,MG,Contagem,663855
2449,MG,Coqueiral,9159
2450,MG,Coração de Jesus,26602
2451,MG,Cordisburgo,8890
2452,MG,Cordislândia,3538
2453,MG,Corinto,23731
2454,MG,Coroaci,9991
2455,MG,Coromandel,27974
2456,MG,Coronel Fabriciano,109855
2457,MG,Coronel Murta,9222
2458,MG,Coronel Pacheco,3086
2459,MG,Coronel Xavier Chaves,3434
2460,MG,Córrego Danta,3215
2461,MG,Córrego do Bom Jesus,3704
2462,MG,Córrego Fundo,6337
2463,MG,Córrego Novo,2771
2464,MG,Couto de Magalhães de Minas,4410
2465,MG,Crisólita,6704
2466,MG,Cristais,12798
2467,MG,Cristália,5971
2468,MG,Cristiano Otoni,5150
2469,MG,Cristina,10242
2470,MG,Crucilândia,5034
2471,MG,Cruzeiro da Fortaleza,3626
2472,MG,Cruzília,15417
2473,MG,Cuparaque,4982
2474,MG,Curral de Dentro,7729
2475,MG,Curvelo,80129
2476,MG,Datas,5410
2477,MG,Delfim Moreira,8025
2478,MG,Delfinópolis,7114
2479,MG,Delta,10533
2480,MG,Descoberto,5013
2481,MG,Desterro de Entre Rios,7243
2482,MG,Desterro do Melo,2901
2483,MG,Diamantina,47723
2484,MG,Diogo de Vasconcelos,3802
2485,MG,Dionísio,7729
2486,MG,Divinésia,3417
2487,MG,Divino,19931
2488,MG,Divino das Laranjeiras,4979
2489,MG,Divinolândia de Minas,7571
2490,MG,Divinópolis,238230
2491,MG,Divisa Alegre,6786
2492,MG,Divisa Nova,6011
2493,MG,Divisópolis,11019
2494,MG,Dom Bosco,3677
2495,MG,Dom Cavati,5072
2496,MG,Dom Joaquim,4195
2497,MG,Dom Silvério,5237
2498,MG,Dom Viçoso,3001
2499,MG,Dona Eusébia,6572
2500,MG,Dores de Campos,10153
2501,MG,Dores de Guanhães,5169
2502,MG,Dores do Indaiá,13483
2503,MG,Dores do Turvo,4259
2504,MG,Doresópolis,1527
2505,MG,Douradoquara,1908
2506,MG,Durandé,7841
2507,MG,Elói Mendes,28076
2508,MG,Engenheiro Caldas,11134
2509,MG,Engenheiro Navarro,7242
2510,MG,Entre Folhas,5370
2511,MG,Entre Rios de Minas,15298
2512,MG,Ervália,18895
2513,MG,Esmeraldas,70552
2514,MG,Espera Feliz,24951
2515,MG,Espinosa,31617
2516,MG,Espírito Santo do Dourado,4692
2517,MG,Estiva,11354
2518,MG,Estrela Dalva,2343
2519,MG,Estrela do Indaiá,3500
2520,MG,Estrela do Sul,7978
2521,MG,Eugenópolis,11275
2522,MG,Ewbank da Câmara,3913
2523,MG,Extrema,36225
2524,MG,Fama,2377
2525,MG,Faria Lemos,3241
2526,MG,Felício dos Santos,4753
2527,MG,São Gonçalo do Rio Preto,3167
2528,MG,Felisburgo,7457
2529,MG,Felixlândia,15336
2530,MG,Fernandes Tourinho,3431
2531,MG,Ferros,9820
2532,MG,Fervedouro,11006
2533,MG,Florestal,7461
2534,MG,Formiga,67683
2535,MG,Formoso,9562
2536,MG,Fortaleza de Minas,4412
2537,MG,Fortuna de Minas,2947
2538,MG,Francisco Badaró,10332
2539,MG,Francisco Dumont,5215
2540,MG,Francisco Sá,26277
2541,MG,Franciscópolis,5391
2542,MG,Frei Gaspar,5880
2543,MG,Frei Inocêncio,9611
2544,MG,Frei Lagonegro,3478
2545,MG,Fronteira,18103
2546,MG,Fronteira dos Vales,4581
2547,MG,Fruta de Leite,5369
2548,MG,Frutal,59496
2549,MG,Funilândia,4349
2550,MG,Galiléia,6817
2551,MG,Gameleiras,5109
2552,MG,Glaucilândia,3150
2553,MG,Goiabeira,3353
2554,MG,Goianá,3966
2555,MG,Gonçalves,4350
2556,MG,Gonzaga,6158
2557,MG,Gouveia,11825
