,uf,city,estimated_population
4230,PR,Santa Amélia,3324
4231,PR,Santa Cecília do Pavão,3334
4232,PR,Santa Cruz de Monte Castelo,7800
4233,PR,Santa Fé,12037
4234,PR,Santa Helena,26490
4235,PR,Santa Inês,1596
4236,PR,Santa Isabel do Ivaí,8562
4237,PR,Santa Izabel do Oeste,14659
4238,PR,Santa Lúcia,3813
4239,PR,Santa Maria do Oeste,9615
4240,PR,Santa Mariana,11724
4241,PR,Santa Mônica,3981
4242,PR,Santana do Itararé,4992
4243,PR,Santa Tereza do Oeste,10139
4244,PR,Santa Terezinha de Itaipu,23465
4245,PR,Santo Antônio da Platina,45993
4246,PR,Santo Antônio do Caiuá,2641
4247,PR,Santo Antônio do Paraíso,2106
4248,PR,Santo Antônio do Sudoeste,20166
4249,PR,Santo Inácio,5438
4250,PR,São Carlos do Ivaí,6878
4251,PR,São Jerônimo da Serra,11170
4252,PR,São João,10241
4253,PR,São João do Caiuá,5855
4254,PR,São João do Ivaí,10219
4255,PR,São João do Triunfo,15120
4256,PR,São Jorge d'Oeste,9050
4257,PR,São Jorge do Ivaí,5551
4258,PR,São Jorge do Patrocínio,5641
4259,PR,São José da Boa Vista,6206
4260,PR,São José das Palmeiras,3654
4261,PR,São José dos Pinhais,323340
4262,PR,São Manoel do Paraná,2160
4263,PR,São Mateus do Sul,46261
4264,PR,São Miguel do Iguaçu,27452
4265,PR,São Pedro do Iguaçu,5897
4266,PR,São Pedro do Ivaí,10981
4267,PR,São Pedro do Paraná,2313
4268,PR,São Sebastião da Amoreira,8853
4269,PR,São Tomé,5722
4270,PR,Sapopema,6736
4271,PR,Sarandi,96688
4272,PR,Saudade do Iguaçu,5500
4273,PR,Sengés,19327
4274,PR,Serranópolis do Iguaçu,4495
4275,PR,Sertaneja,5284
4276,PR,Sertanópolis,16369
4277,PR,Siqueira Campos,21016
4278,PR,Sulina,2981
4279,PR,Tamarana,14797
4280,PR,Tamboara,5120
4281,PR,Tapejara,16205
4282,PR,Tapira,5539
4283,PR,Teixeira Soares,12367
4284,PR,Telêmaco Borba,78974
4285,PR,Terra Boa,17094
4286,PR,Terra Rica,16789
4287,PR,Terra Roxa,17481
4288,PR,Tibagi,20522
4289,PR,Tijucas do Sul,16868
4290,PR,Toledo,140635
4291,PR,Tomazina,7918
4292,PR,Três Barras do Paraná,12040
4293,PR,Tunas do Paraná,8769
4294,PR,Tuneiras do Oeste,8566
4295,PR,Tupãssi,8124
4296,PR,Turvo,13215
4297,PR,Ubiratã,21013
4298,PR,Umuarama,111557
4299,PR,União da Vitória,57517
4300,PR,Uniflor,2605
4301,PR,Uraí,11314
4302,PR,Wenceslau Braz,19414
4303,PR,Ventania,11892
4304,PR,Vera Cruz do Oeste,8521
4305,PR,Verê,7257
4306,PR,Alto Paraíso,2741
4307,PR,Doutor Ulysses,5580
4308,PR,Virmond,4023
4309,PR,Vitorino,6838
4310,PR,Xambrê,5679
4311,SC,Abdon Batista,2563
4312,SC,Abelardo Luz,17904
4313,SC,Agrolândia,10864
4314,SC,Agronômica,5448
4315,SC,Água Doce,7145
4316,SC,Águas de Chapecó,6486
4317,SC,Águas Frias,2366
4318,SC,Águas Mornas,6469
4319,SC,Alfredo Wagner,10036
4320,SC,Alto Bela Vista,1937
4321,SC,Anchieta,5638
4322,SC,Angelina,4801
4323,SC,Anita Garibaldi,7133
4324,SC,Anitápolis,3232
4325,SC,Antônio Carlos,8513
4326,SC,Apiúna,10743
4327,SC,Arabutã,4267
4328,SC,Araquari,38129
4329,SC,Araranguá,68228
4330,SC,Armazém,8674
4331,SC,Arroio Trinta,3550
4332,SC,Arvoredo,2240
4333,SC,Ascurra,7934
4334,SC,Atalanta,3210
4335,SC,Aurora,5679
4336,SC,Balneário Arroio do Silva,13071
4337,SC,Balneário Camboriú,142295
4338,SC,Balneário Barra do Sul,10795
4339,SC,Balneário Gaivota,10979
4340,SC,Bandeirante,2678
4341,SC,Barra Bonita,1677
4342,SC,Barra Velha,29168
4343,SC,Bela Vista do Toldo,6337
4344,SC,Belmonte,2706
4345,SC,Benedito Novo,11652
4346,SC,Biguaçu,68481
4347,SC,Blumenau,357199
4348,SC,Bocaina do Sul,3474
4349,SC,Bombinhas,19769
4350,SC,Bom Jardim da Serra,4743
4351,SC,Bom Jesus,3010
4352,SC,Bom Jesus do Oeste,2142
4353,SC,Bom Retiro,9966
4354,SC,Botuverá,5246
4355,SC,Braço do Norte,33450
4356,SC,Braço do Trombudo,3743
4357,SC,Brunópolis,2420
4358,SC,Brusque,134723
4359,SC,Caçador,78595
4360,SC,Caibi,6148
4361,SC,Calmon,3346
4362,SC,Camboriú,82989
4363,SC,Capão Alto,2525
4364,SC,Campo Alegre,11978
4365,SC,Campo Belo do Sul,7016
4366,SC,Campo Erê,8526
4367,SC,Campos Novos,36244
4368,SC,Canelinha,12240
4369,SC,Canoinhas,54401
4370,SC,Capinzal,22848
4371,SC,Capivari de Baixo,24871
4372,SC,Catanduvas,10861
4373,SC,Caxambu do Sul,3642
4374,SC,Celso Ramos,2728
4375,SC,Cerro Negro,3124
4376,SC,Chapadão do Lageado,2988
4377,SC,Chapecó,220367
4378,SC,Cocal do Sul,16684
4379,SC,Concórdia,74641
4380,SC,Cordilheira Alta,4453
4381,SC,Coronel Freitas,9981
4382,SC,Coronel Martins,2549
4383,SC,Corupá,15909
4384,SC,Correia Pinto,12795
4385,SC,Criciúma,215186
4386,SC,Cunha Porã,11086
4387,SC,Cunhataí,1962
4388,SC,Curitibanos,39745
4389,SC,Descanso,8250
4390,SC,Dionísio Cerqueira,15498
4391,SC,Dona Emma,4146
4392,SC,Doutor Pedrinho,4064
4393,SC,Entre Rios,3203
4394,SC,Ermo,2063
4395,SC,Erval Velho,4412
4396,SC,Faxinal dos Guedes,10667
4397,SC,Flor do Sertão,1582
4398,SC,Florianópolis,500973
4399,SC,Formosa do Sul,2510
4400,SC,Forquilhinha,26793
4401,SC,Fraiburgo,36443
4402,SC,Frei Rogério,2023
4403,SC,Galvão,2873
4404,SC,Garopaba,23078
4405,SC,Garuva,18145
4406,SC,Gaspar,69639
4407,SC,Governador Celso Ramos,14471
4408,SC,Grão Pará,6569
4409,SC,Gravatal,11501
4410,SC,Guabiruba,23832
4411,SC,Guaraciaba,10090
4412,SC,Guaramirim,44819
4413,SC,Guarujá do Sul,5160
4414,SC,Guatambú,4704
4415,SC,Herval d'Oeste,22606
4416,SC,Ibiam,1957
4417,SC,Ibicaré,3202
4418,SC,Ibirama,18950
4419,SC,Içara,56421
4420,SC,Ilhota,14184
4421,SC,Imaruí,10135
4422,SC,Imbituba,44853
4423,SC,Imbuia,6197
4424,SC,Indaial,69425
4425,SC,Iomerê,2945
4426,SC,Ipira,4446
4427,SC,Iporã do Oeste,8996
4428,SC,Ipuaçu,7514
4429,SC,Ipumirim,7593
4430,SC,Iraceminha,3976
4431,SC,Irani,10419
4432,SC,Irati,1930
4433,SC,Irineópolis,11222
4434,SC,Itá,6169
4435,SC,Itaiópolis,21669
4436,SC,Itajaí,219536
4437,SC,Itapema,65312
4438,SC,Itapiranga,16872
4439,SC,Itapoá,20576
4440,SC,Ituporanga,25086
4441,SC,Jaborá,3936
4442,SC,Jacinto Machado,10416
4443,SC,Jaguaruna,20024
4444,SC,Jaraguá do Sul,177697
4445,SC,Jardinópolis,1570
4446,SC,Joaçaba,30118
4447,SC,Joinville,590466
4448,SC,José Boiteux,4997
4449,SC,Jupiá,2101
4450,SC,Lacerdópolis,2246
4451,SC,Lages,157544
4452,SC,Laguna,45814
4453,SC,Lajeado Grande,1427
4454,SC,Laurentino,6970
4455,SC,Lauro Muller,15244
4456,SC,Lebon Régis,12107
4457,SC,Leoberto Leal,3041
4458,SC,Lindóia do Sul,4563
4459,SC,Lontras,12130
4460,SC,Luiz Alves,12859
4461,SC,Luzerna,5685
4462,SC,Macieira,1775
4463,SC,Mafra,56292
4464,SC,Major Gercino,3442
4465,SC,Major Vieira,8103
4466,SC,Maracajá,7293
4467,SC,Maravilha,25762
4468,SC,Marema,1797
4469,SC,Massaranduba,16916
4470,SC,Matos Costa,2520
4471,SC,Meleiro,7015
4472,SC,Mirim Doce,2309
4473,SC,Modelo,4209
4474,SC,Mondaí,11742
4475,SC,Monte Carlo,9866
4476,SC,Monte Castelo,8275
4477,SC,Morro da Fumaça,17796
4478,SC,Morro Grande,2893
4479,SC,Navegantes,81475
4480,SC,Nova Erechim,5019
4481,SC,Nova Itaberaba,4331
4482,SC,Nova Trento,14549
4483,SC,Nova Veneza,15166
4484,SC,Novo Horizonte,2442
4485,SC,Orleans,22912
4486,SC,Otacílio Costa,18744
4487,SC,Ouro,7295
4488,SC,Ouro Verde,2217
4489,SC,Paial,1505
4490,SC,Painel,2359
4491,SC,Palhoça,171797
4492,SC,Palma Sola,7423
4493,SC,Palmeira,2627
4494,SC,Palmitos,16169
4495,SC,Papanduva,19320
4496,SC,Paraíso,3437
4497,SC,Passo de Torres,8823
4498,SC,Passos Maia,4147
4499,SC,Paulo Lopes,7494
4500,SC,Pedras Grandes,3976
4501,SC,Penha,32531
4502,SC,Peritiba,2787
4503,SC,Pescaria Brava,10091
4504,SC,Petrolândia,5937
4505,SC,Balneário Piçarras,23147
4506,SC,Pinhalzinho,20313
4507,SC,Pinheiro Preto,3555
4508,SC,Piratuba,3854
4509,SC,Planalto Alegre,2870
4510,SC,Pomerode,33447
4511,SC,Ponte Alta,4682
4512,SC,Ponte Alta do Norte,3414
4513,SC,Ponte Serrada,11593
4514,SC,Porto Belo,21388
4515,SC,Porto União,35398
4516,SC,Pouso Redondo,17453
4517,SC,Praia Grande,7319
4518,SC,Presidente Castello Branco,1568
4519,SC,Presidente Getúlio,17471
4520,SC,Presidente Nereu,2287
4521,SC,Princesa,2924
4522,SC,Quilombo,9887
4523,SC,Rancho Queimado,2878
4524,SC,Rio das Antas,6205
4525,SC,Rio do Campo,5940
4526,SC,Rio do Oeste,7489
4527,SC,Rio dos Cedros,11676
4528,SC,Rio do Sul,71061
4529,SC,Rio Fortuna,4611
4530,SC,Rio Negrinho,42302
4531,SC,Rio Rufino,2483
4532,SC,Riqueza,4598
4533,SC,Rodeio,11551
4534,SC,Romelândia,4786
4535,SC,Salete,7642
4536,SC,Saltinho,3781
4537,SC,Salto Veloso,4718
4538,SC,Sangão,12678
4539,SC,Santa Cecília,16830
4540,SC,Santa Helena,2223
4541,SC,Santa Rosa de Lima,2142
4542,SC,Santa Rosa do Sul,8358
4543,SC,Santa Terezinha,8787
4544,SC,Santa Terezinha do Progresso,2428
4545,SC,Santiago do Sul,1260
4546,SC,Santo Amaro da Imperatriz,23245
4547,SC,São Bernardino,2336
4548,SC,São Bento do Sul,84507
4549,SC,São Bonifácio,2838
4550,SC,São Carlos,11281
4551,SC,São Cristovão do Sul,5549
4552,SC,São Domingos,9445
4553,SC,São Francisco do Sul,52721
4554,SC,São João do Oeste,6381
4555,SC,São João Batista,37424
4556,SC,São João do Itaperiú,3733
4557,SC,São João do Sul,7297
4558,SC,São Joaquim,26952
4559,SC,São José,246586
4560,SC,São José do Cedro,13829
4561,SC,São José do Cerrito,8295
4562,SC,São Lourenço do Oeste,24076
4563,SC,São Ludgero,13410
4564,SC,São Martinho,3180
4565,SC,São Miguel da Boa Vista,1820
4566,SC,São Miguel do Oeste,40482
4567,SC,São Pedro de Alcântara,5823
4568,SC,Saudades,9745
4569,SC,Schroeder,21365
4570,SC,Seara,17541
4571,SC,Serra Alta,3263
4572,SC,Siderópolis,14007
4573,SC,Sombrio,30374
4574,SC,Sul Brasil,2461
4575,SC,Taió,18395
4576,SC,Tangará,8676
4577,SC,Tigrinhos,1633
4578,SC,Tijucas,38407
4579,SC,Timbé do Sul,5348
4580,SC,Timbó,44238
4581,SC,Timbó Grande,7877
4582,SC,Três Barras,19275
4583,SC,Treviso,3929
4584,SC,Treze de Maio,7081
4585,SC,Treze Tílias,7840
4586,SC,Trombudo Central,7360
4587,SC,Tubarão,105686
4588,SC,Tunápolis,4543
4589,SC,Turvo,12899
4590,SC,União do Oeste,2464
4591,SC,Urubici,11235
4592,SC,Urupema,2465
4593,SC,Urussanga,21268
4594,SC,Vargeão,3573
4595,SC,Vargem,2477
4596,SC,Vargem Bonita,4492
4597,SC,Vidal Ramos,6338
4598,SC,Videira,53065
4599,SC,Vitor Meireles,4979
4600,SC,Witmarsum,3965
4601,SC,Xanxerê,50982
4602,SC,Xavantina,3933
4603,SC,Xaxim,28706
4604,SC,Zortéa,3363
4605,SC,Balneário Rincão,12760
4606,RS,Aceguá,4901
4607,RS,Água Santa,3748
4608,RS,Agudo,16461
4609,RS,Ajuricaba,7024
4610,RS,Alecrim,5950
4611,RS,Alegrete,73589
4612,RS,Alegria,3464
4613,RS,Almirante Tamandaré do Sul,1964
4614,RS,Alpestre,6258
4615,RS,Alto Alegre,1638
4616,RS,Alto Feliz,3028
4617,RS,Alvorada,210305
4618,RS,Amaral Ferrador,7031
4619,RS,Ametista do Sul,7409
4620,RS,André da Rocha,1333
4621,RS,Anta Gorda,5981
4622,RS,Antônio Prado,13050
4623,RS,Arambaré,3581
4624,RS,Araricá,5698
4625,RS,Aratiba,6235
4626,RS,Arroio do Meio,20805
4627,RS,Arroio do Sal,10065
4628,RS,Arroio do Padre,2937
4629,RS,Arroio dos Ratos,14151
4630,RS,Arroio do Tigre,13373
4631,RS,Arroio Grande,18293
4632,RS,Arvorezinha,10424
4633,RS,Augusto Pestana,6661
4634,RS,Áurea,3554
4635,RS,Bagé,121143
4636,RS,Balneário Pinhal,14068
4637,RS,Barão,6171
4638,RS,Barão de Cotegipe,6623
4639,RS,Barão do Triunfo,7487
4640,RS,Barracão,5275
4641,RS,Barra do Guarita,3248
4642,RS,Barra do Quaraí,4215
4643,RS,Barra do Ribeiro,13491
4644,RS,Barra do Rio Azul,1690
4645,RS,Barra Funda,2539
4646,RS,Barros Cassal,11199
4647,RS,Benjamin Constant do Sul,1994
4648,RS,Bento Gonçalves,120454
4649,RS,Boa Vista das Missões,2098
4650,RS,Boa Vista do Buricá,6712
4651,RS,Boa Vista do Cadeado,2470
4652,RS,Boa Vista do Incra,2603
4653,RS,Boa Vista do Sul,2783
4654,RS,Bom Jesus,11349
4655,RS,Bom Princípio,14055
4656,RS,Bom Progresso,1942
4657,RS,Bom Retiro do Sul,12328
4658,RS,Boqueirão do Leão,7714
4659,RS,Bossoroca,6279
4660,RS,Bozano,2123
4661,RS,Braga,3353
4662,RS,Brochier,5074
4663,RS,Butiá,20941
4664,RS,Caçapava do Sul,33624
4665,RS,Cacequi,12561
4666,RS,Cachoeira do Sul,82201
4667,RS,Cachoeirinha,130293
4668,RS,Cacique Doble,5065
4669,RS,Caibaté,4846
4670,RS,Caiçara,4743
4671,RS,Camaquã,66261
4672,RS,Camargo,2733
4673,RS,Cambará do Sul,6431
4674,RS,Campestre da Serra,3388
4675,RS,Campina das Missões,5474
4676,RS,Campinas do Sul,5454
4677,RS,Campo Bom,66712
4678,RS,Campo Novo,4484
4679,RS,Campos Borges,3320
4680,RS,Candelária,31365
4681,RS,Cândido Godói,6198
4682,RS,Candiota,9584
4683,RS,Canela,44998
4684,RS,Canguçu,56045
4685,RS,Canoas,346616
4686,RS,Canudos do Vale,1716
4687,RS,Capão Bonito do Sul,1654
4688,RS,Capão da Canoa,53049
4689,RS,Capão do Cipó,3651
4690,RS,Capão do Leão,25354
4691,RS,Capivari do Sul,4660
4692,RS,Capela de Santana,11940
4693,RS,Capitão,2757
4694,RS,Carazinho,62110
4695,RS,Caraá,8270
4696,RS,Carlos Barbosa,29833
4697,RS,Carlos Gomes,1377
4698,RS,Casca,9031
4699,RS,Caseiros,3202
4700,RS,Catuípe,8774
4701,RS,Caxias do Sul,510906
4702,RS,Centenário,2891
4703,RS,Cerrito,6091
4704,RS,Cerro Branco,4691
4705,RS,Cerro Grande,2311
4706,RS,Cerro Grande do Sul,12239
4707,RS,Cerro Largo,14133
4708,RS,Chapada,9269
4709,RS,Charqueadas,40789
4710,RS,Charrua,3279
4711,RS,Chiapetta,3756
4712,RS,Chuí,6704
4713,RS,Chuvisca,5441
4714,RS,Cidreira,16254
4715,RS,Ciríaco,4747
4716,RS,Colinas,2438
4717,RS,Colorado,3175
4718,RS,Condor,6753
4719,RS,Constantina,9911
4720,RS,Coqueiro Baixo,1501
4721,RS,Coqueiros do Sul,2306
4722,RS,Coronel Barros,2519
4723,RS,Coronel Bicaco,7325
4724,RS,Coronel Pilar,1628
4725,RS,Cotiporã,3853
4726,RS,Coxilha,2756
4727,RS,Crissiumal,13448
4728,RS,Cristal,8009
4729,RS,Cristal do Sul,2847
4730,RS,Cruz Alta,60299
4731,RS,Cruzaltense,1833
4732,RS,Cruzeiro do Sul,12348
4733,RS,David Canabarro,4740
4734,RS,Derrubadas,2805
4735,RS,Dezesseis de Novembro,2427
4736,RS,Dilermando de Aguiar,3014
4737,RS,Dois Irmãos,32671
4738,RS,Dois Irmãos das Missões,2026
4739,RS,Dois Lajeados,3400
4740,RS,Dom Feliciano,15414
4741,RS,Dom Pedro de Alcântara,2534
4742,RS,Dom Pedrito,38461
4743,RS,Dona Francisca,3041
4744,RS,Doutor Maurício Cardoso,4549
4745,RS,Doutor Ricardo,1983
4746,RS,Eldorado do Sul,41285
4747,RS,Encantado,22706
4748,RS,Encruzilhada do Sul,25877
4749,RS,Engenho Velho,1034
4750,RS,Entre-Ijuís,8475
4751,RS,Entre Rios do Sul,2792
4752,RS,Erebango,2991
4753,RS,Erechim,105862
4754,RS,Ernestina,3168
4755,RS,Herval,6821
4756,RS,Erval Grande,4859
4757,RS,Erval Seco,6912
4758,RS,Esmeralda,3282
4759,RS,Esperança do Sul,2926
4760,RS,Espumoso,15588
4761,RS,Estação,5958
4762,RS,Estância Velha,50022
4763,RS,Esteio,83202
4764,RS,Estrela,34116
4765,RS,Estrela Velha,3655
4766,RS,Eugênio de Castro,2396
4767,RS,Fagundes Varela,2731
4768,RS,Farroupilha,72331
4769,RS,Faxinal do Soturno,6677
4770,RS,Faxinalzinho,2315
4771,RS,Fazenda Vilanova,4533
4772,RS,Feliz,13547
4773,RS,Flores da Cunha,30745
4774,RS,Floriano Peixoto,1766
4775,RS,Fontoura Xavier,10304
4776,RS,Formigueiro,6664
4777,RS,Forquetinha,2412
4778,RS,Fortaleza dos Valos,4320
4779,RS,Frederico Westphalen,31313
4780,RS,Garibaldi,35070
4781,RS,Garruchos,2924
4782,RS,Gaurama,5534
4783,RS,General Câmara,8385
4784,RS,Gentil,1634
4785,RS,Getúlio Vargas,16212
4786,RS,Giruá,16004
4787,RS,Glorinha,8098
4788,RS,Gramado,36232
4789,RS,Gramado dos Loureiros,2082
4790,RS,Gramado Xavier,4325
4791,RS,Gravataí,281519
4792,RS,Guabiju,1503
4793,RS,Guaíba,98143
4794,RS,Guaporé,25727
4795,RS,Guarani das Missões,7537
4796,RS,Harmonia,4866
4797,RS,Herveiras,3018
4798,RS,Horizontina,19329
4799,RS,Hulha Negra,6776
4800,RS,Humaitá,4762
4801,RS,Ibarama,4406
4802,RS,Ibiaçá,4709
4803,RS,Ibiraiaras,7262
4804,RS,Ibirapuitã,4013
4805,RS,Ibirubá,20350
4806,RS,Igrejinha,36899
4807,RS,Ijuí,83475
4808,RS,Ilópolis,4078
4809,RS,Imbé,22800
4810,RS,Imigrante,3120
4811,RS,Independência,6167
4812,RS,Inhacorá,2226
4813,RS,Ipê,6640
4814,RS,Ipiranga do Sul,1889
4815,RS,Iraí,7241
4816,RS,Itaara,5499
4817,RS,Itacurubi,3465
4818,RS,Itapuca,2094
4819,RS,Itaqui,37620
4820,RS,Itati,2419
4821,RS,Itatiba do Sul,3324
4822,RS,Ivorá,1910
4823,RS,Ivoti,24293
4824,RS,Jaboticaba,3810
4825,RS,Jacuizinho,2692
4826,RS,Jacutinga,3561
4827,RS,Jaguarão,26680
4828,RS,Jaguari,10848
4829,RS,Jaquirana,3716
4830,RS,Jari,3503
4831,RS,Jóia,8560
4832,RS,Júlio de Castilhos,19293
4833,RS,Lagoa Bonita do Sul,2903
4834,RS,Lagoão,6452
4835,RS,Lagoa dos Três Cantos,1609
4836,RS,Lagoa Vermelha,27807
4837,RS,Lajeado,84014
4838,RS,Lajeado do Bugre,2564
4839,RS,Lavras do Sul,7480
4840,RS,Liberato Salzano,5219
4841,RS,Lindolfo Collor,6054
4842,RS,Linha Nova,1714
4843,RS,Machadinho,5445
4844,RS,Maçambará,4587
4845,RS,Mampituba,2981
4846,RS,Manoel Viana,7299
4847,RS,Maquiné,6714
4848,RS,Maratá,2691
4849,RS,Marau,44161
4850,RS,Marcelino Ramos,4402
4851,RS,Mariana Pimentel,3885
4852,RS,Mariano Moro,2031
4853,RS,Marques de Souza,4009
4854,RS,Mata,4823
4855,RS,Mato Castelhano,2540
4856,RS,Mato Leitão,4515
4857,RS,Mato Queimado,1648
4858,RS,Maximiliano de Almeida,4377
4859,RS,Minas do Leão,8075
4860,RS,Miraguaí,4925
4861,RS,Montauri,1453
4862,RS,Monte Alegre dos Campos,3226
4863,RS,Monte Belo do Sul,2548
4864,RS,Montenegro,65264
4865,RS,Mormaço,3085
4866,RS,Morrinhos do Sul,2949
4867,RS,Morro Redondo,6568
4868,RS,Morro Reuter,6407
4869,RS,Mostardas,12804
4870,RS,Muçum,4954
4871,RS,Muitos Capões,3162
4872,RS,Muliterno,1893
4873,RS,Não-Me-Toque,17624
4874,RS,Nicolau Vergueiro,1682
4875,RS,Nonoai,11695
4876,RS,Nova Alvorada,3625
4877,RS,Nova Araçá,4759
4878,RS,Nova Bassano,9916
4879,RS,Nova Boa Vista,1775
4880,RS,Nova Bréscia,3330
4881,RS,Nova Candelária,2698
4882,RS,Nova Esperança do Sul,5352
4883,RS,Nova Hartz,21615
4884,RS,Nova Pádua,2553
4885,RS,Nova Palma,6512
4886,RS,Nova Petrópolis,21353
4887,RS,Nova Prata,27257
4888,RS,Nova Ramada,2242
4889,RS,Nova Roma do Sul,3689
4890,RS,Nova Santa Rita,29300
4891,RS,Novo Cabrais,4196
4892,RS,Novo Hamburgo,246748
4893,RS,Novo Machado,3323
4894,RS,Novo Tiradentes,2211
4895,RS,Novo Xingu,1719
4896,RS,Novo Barreiro,4164
4897,RS,Osório,45994
4898,RS,Paim Filho,3828
4899,RS,Palmares do Sul,11318
4900,RS,Palmeira das Missões,33303
4901,RS,Palmitinho,7057
4902,RS,Panambi,43667
4903,RS,Pantano Grande,9174
4904,RS,Paraí,7657
4905,RS,Paraíso do Sul,7611
4906,RS,Pareci Novo,3837
4907,RS,Parobé,58272
4908,RS,Passa Sete,5702
4909,RS,Passo do Sobrado,6535
4910,RS,Passo Fundo,203275
4911,RS,Paulo Bento,2293
4912,RS,Paverama,8487
4913,RS,Pedras Altas,1982
4914,RS,Pedro Osório,7730
4915,RS,Pejuçara,3874
4916,RS,Pelotas,342405
4917,RS,Picada Café,5742
4918,RS,Pinhal,2579
4919,RS,Pinhal da Serra,1941
4920,RS,Pinhal Grande,4350
4921,RS,Pinheirinho do Vale,4871
4922,RS,Pinheiro Machado,12271
4923,RS,Pinto Bandeira,3003
4924,RS,Pirapó,2304
4925,RS,Piratini,20663
4926,RS,Planalto,10084
4927,RS,Poço das Antas,2098
4928,RS,Pontão,3904
4929,RS,Ponte Preta,1547
4930,RS,Portão,37079
4931,RS,Porto Alegre,1483771
4932,RS,Porto Lucena,4678
4933,RS,Porto Mauá,2374
4934,RS,Porto Vera Cruz,1360
4935,RS,Porto Xavier,10246
4936,RS,Pouso Novo,1639
4937,RS,Presidente Lucena,2901
4938,RS,Progresso,6244
4939,RS,Protásio Alves,1947
4940,RS,Putinga,3919
4941,RS,Quaraí,22687
4942,RS,Quatro Irmãos,1849
4943,RS,Quevedos,2788
4944,RS,Quinze de Novembro,3796
4945,RS,Redentora,11549
4946,RS,Relvado,2090
4947,RS,Restinga Sêca,15789
4948,RS,Rio dos Índios,2752
4949,RS,Rio Grande,211005
4950,RS,Rio Pardo,38275
4951,RS,Riozinho,4653
4952,RS,Roca Sales,11393
4953,RS,Rodeio Bonito,5867
4954,RS,Rolador,2323
4955,RS,Rolante,21349
4956,RS,Ronda Alta,10601
4957,RS,Rondinha,5130
4958,RS,Roque Gonzales,6847
4959,RS,Rosário do Sul,39422
4960,RS,Sagrada Família,2609
4961,RS,Saldanha Marinho,2650
4962,RS,Salto do Jacuí,12449
4963,RS,Salvador das Missões,2733
4964,RS,Salvador do Sul,7799
4965,RS,Sananduva,16270
4966,RS,Santa Bárbara do Sul,7994
4967,RS,Santa Cecília do Sul,1639
4968,RS,Santa Clara do Sul,6603
4969,RS,Santa Cruz do Sul,130416
4970,RS,Santa Maria,282123
4971,RS,Santa Maria do Herval,6331
4972,RS,Santa Margarida do Sul,2562
4973,RS,Santana da Boa Vista,8098
4974,RS,Sant'Ana do Livramento,77027
4975,RS,Santa Rosa,73254
4976,RS,Santa Tereza,1729
4977,RS,Santa Vitória do Palmar,29676
4978,RS,Santiago,49425
4979,RS,Santo Ângelo,77593
4980,RS,Santo Antônio do Palma,2128
4981,RS,Santo Antônio da Patrulha,42894
4982,RS,Santo Antônio das Missões,10175
4983,RS,Santo Antônio do Planalto,2019
4984,RS,Santo Augusto,13885
4985,RS,Santo Cristo,14257
4986,RS,Santo Expedito do Sul,2324
4987,RS,São Borja,60282
4988,RS,São Domingos do Sul,3074
4989,RS,São Francisco de Assis,18335
4990,RS,São Francisco de Paula,21710
4991,RS,São Gabriel,62105
4992,RS,São Jerônimo,24248
4993,RS,São João da Urtiga,4657
4994,RS,São João do Polêsine,2552
4995,RS,São Jorge,2824
4996,RS,São José das Missões,2537
4997,RS,São José do Herval,1971
4998,RS,São José do Hortêncio,4804
4999,RS,São José do Inhacorá,2073
5000,RS,São José do Norte,27568
5001,RS,São José do Ouro,6933
5002,RS,São José do Sul,2408
5003,RS,São José dos Ausentes,3527
5004,RS,São Leopoldo,236835
5005,RS,São Lourenço do Sul,43582
5006,RS,São Luiz Gonzaga,33468
5007,RS,São Marcos,21556
5008,RS,São Martinho,5426
5009,RS,São Martinho da Serra,3234
5010,RS,São Miguel das Missões,7673
5011,RS,São Nicolau,5265
5012,RS,São Paulo das Missões,5790
5013,RS,São Pedro da Serra,3801
5014,RS,São Pedro das Missões,2009
5015,RS,São Pedro do Butiá,2947
5016,RS,São Pedro do Sul,16198
5017,RS,São Sebastião do Caí,25685
5018,RS,São Sepé,23621
5019,RS,São Valentim,3299
5020,RS,São Valentim do Sul,2242
5021,RS,São Valério do Sul,2727
5022,RS,São Vendelino,2243
5023,RS,São Vicente do Sul,8721
5024,RS,Sapiranga,81734
5025,RS,Sapucaia do Sul,141075
5026,RS,Sarandi,24489
5027,RS,Seberi,10750
5028,RS,Sede Nova,2907
5029,RS,Segredo,7421
5030,RS,Selbach,5100
5031,RS,Senador Salgado Filho,2779
5032,RS,Sentinela do Sul,5581
5033,RS,Serafina Corrêa,17502
5034,RS,Sério,1962
5035,RS,Sertão,5415
5036,RS,Sertão Santana,6486
5037,RS,Sete de Setembro,1970
5038,RS,Severiano de Almeida,3657
5039,RS,Silveira Martins,2384
5040,RS,Sinimbu,10172
5041,RS,Sobradinho,14967
5042,RS,Soledade,31002
5043,RS,Tabaí,4719
5044,RS,Tapejara,24111
5045,RS,Tapera,10584
5046,RS,Tapes,17300
5047,RS,Taquara,57466
5048,RS,Taquari,26862
5049,RS,Taquaruçu do Sul,3072
5050,RS,Tavares,5481
5051,RS,Tenente Portela,13485
5052,RS,Terra de Areia,11204
5053,RS,Teutônia,33232
5054,RS,Tio Hugo,3030
5055,RS,Tiradentes do Sul,5704
5056,RS,Toropi,2806
5057,RS,Torres,38732
5058,RS,Tramandaí,51715
