CNES;IBGE;leito_sus_cirurgicos;leito_sus_clinicos;leito_sus_gineco_obs;leito_sus_isolamento;leito_sus_outrasespec;leito_sus_pediatricos;leito_sus_uci;leito_sus_uti
2494167;170230;8;8;8;1;0;4;0;0
2792451;170240;7;10;10;1;0;6;0;0
2468972;170255;27;21;27;2;0;18;11;0
2765675;170370;0;2;2;0;0;1;0;0
2765667;170550;15;15;15;0;4;12;0;0
2667746;170610;1;1;3;0;0;2;0;0
2786095;170700;0;0;0;0;0;0;0;0
2667711;170710;0;11;4;0;0;0;0;0
2370794;170720;0;9;0;0;0;0;0;0
2467569;170730;1;1;2;0;0;1;0;0
2515237;170765;0;1;3;0;0;1;0;0
2546736;170820;8;15;10;0;2;5;0;0
2370328;170900;1;5;3;0;0;1;0;0
2765640;170930;17;12;15;1;0;13;0;0
2786109;170950;32;25;17;1;2;17;6;20
3142701;170950;0;0;0;0;0;0;0;0
3332217;170950;0;0;0;0;0;0;0;0
5052424;170950;0;0;0;0;0;0;0;0
9430385;170950;0;0;0;0;0;0;0;0
2469340;171050;2;5;11;1;0;9;0;0
2680327;171190;0;16;7;0;0;7;0;0
2765659;171320;21;16;15;2;0;17;0;0
2467631;171330;4;11;5;0;0;0;0;0
2359693;171360;1;2;1;0;0;1;0;0
2600420;171420;1;2;4;0;0;2;0;0
2560267;171430;0;0;0;0;0;0;0;0
2658801;171575;0;14;3;0;0;7;0;0
2680394;171610;0;0;0;0;0;0;0;0
2755149;171610;23;25;16;1;4;20;3;0
7653948;171610;0;0;0;0;0;0;0;0
2560240;171620;3;13;4;1;0;4;0;0
2468271;171650;12;9;7;1;0;3;0;0
2515229;171660;6;19;9;1;0;6;0;0
2600390;171670;2;10;4;0;0;5;0;0
2667754;171700;0;2;3;0;0;1;0;0
5004764;171750;1;1;2;0;0;1;0;0
2658860;171790;0;3;2;0;0;2;0;0
2786125;171820;46;66;4;0;7;0;0;0
3668770;171820;2;4;18;0;0;26;0;0
2468840;172065;0;14;5;0;0;0;0;0
2755173;172090;6;19;12;1;0;10;0;0
2755157;172100;2;1;73;0;0;2;26;20
2755246;172100;0;0;0;0;0;0;0;0
2786117;172100;170;223;3;1;8;4;0;41
2792478;172100;0;0;0;0;0;0;0;0
5144175;172100;0;0;0;0;0;0;0;0
5252849;172100;0;0;0;0;0;0;0;0
6187226;172100;0;0;0;0;0;0;0;0
6436366;172100;0;0;0;0;0;0;0;0
6454283;172100;0;0;0;0;0;0;0;0
6469205;172100;0;0;0;0;0;32;0;0
6773907;172100;0;0;0;0;0;0;0;0
7015267;172100;0;0;0;0;0;0;0;0
7373120;172100;0;0;0;0;0;0;0;0
7891261;172100;0;0;0;0;0;0;0;0
9202749;172100;0;0;0;0;0;0;0;0
9268944;172100;0;0;0;0;0;0;0;0
9353348;172100;0;0;0;0;0;0;0;0
9393080;172100;0;0;0;0;0;0;0;0
9409149;172100;0;0;0;0;0;0;0;0
9618589;172100;0;0;0;0;0;0;0;0
2370344;172120;2;14;9;0;4;11;0;0
2647095;172210;7;7;8;0;0;6;0;0
2463016;210005;34;24;34;3;3;26;0;0
2463059;210005;0;0;0;0;0;0;0;0
2463067;210005;0;0;0;0;0;0;0;0
7486618;210010;1;12;3;0;0;4;0;0
2452774;210020;6;8;5;0;0;5;0;0
7137818;210030;8;8;5;0;0;4;0;0
7073224;210043;2;24;12;2;0;10;6;0
2462192;210047;5;18;5;2;0;6;0;0
2453126;210050;0;22;0;0;0;0;0;0
9928510;210055;0;8;3;0;0;0;0;0
3667804;210060;12;24;10;0;1;14;0;0
2646404;210070;2;12;6;0;0;5;0;0
2309580;210080;2;5;4;0;0;5;0;0
7481063;210083;2;6;3;1;0;4;0;0
7502451;210087;4;7;3;0;0;3;0;0
2460912;210090;0;23;4;0;0;6;0;0
2531798;210090;20;32;15;2;0;17;0;0
2463954;210095;11;19;9;0;0;19;0;0
2451573;210100;10;13;11;2;0;14;0;0
7415060;210100;0;0;0;0;0;0;0;0
2308908;210110;4;11;4;0;0;6;0;0
2458055;210120;52;60;0;4;0;0;0;0
2460262;210120;35;15;0;0;0;0;0;10
6922902;210120;4;0;25;0;0;22;8;0
9997784;210125;2;10;6;0;0;6;0;0
3386023;210130;3;12;3;0;0;5;0;0
2450143;210140;0;34;0;0;0;0;0;0
2450178;210140;24;23;0;0;2;1;0;0
9336508;210140;6;6;24;0;0;14;0;10
2460343;210150;6;8;5;0;0;12;0;0
2462559;210160;0;0;0;0;0;0;0;0
2462583;210160;0;0;29;1;0;22;4;0
2462591;210160;40;32;0;4;0;0;2;0
9946365;210160;0;0;0;0;0;0;0;0
7013620;210170;22;15;6;2;0;4;6;0
2465043;210173;0;8;0;0;0;4;0;0
7572883;210177;2;6;3;1;0;4;0;0
2646587;210180;0;9;5;0;0;6;0;0
2726688;210190;4;7;3;0;0;4;0;0
7239866;210193;3;6;3;0;0;3;0;0
7603029;210197;2;7;3;1;0;3;0;0
2530031;210200;7;11;8;0;2;8;0;0
2531771;210203;3;9;7;0;0;6;0;0
2531801;210210;6;14;9;0;0;8;0;0
2452804;210220;4;10;2;0;0;10;0;0
2307898;210230;4;27;4;0;0;9;0;0
2450429;210232;24;14;18;2;4;14;0;0
2646447;210240;1;10;5;0;0;3;0;0
2461714;210250;5;7;5;0;0;3;0;0
7385374;210255;0;15;3;0;0;3;0;0
2461897;210260;2;4;2;0;0;2;0;0
2307510;210270;12;16;13;0;0;18;0;0
2726637;210275;3;3;3;0;0;3;0;0
2449439;210280;4;7;8;1;0;11;0;0
2463784;210290;9;17;6;1;0;6;0;0
2453665;210300;2;2;48;0;0;4;5;11
2453851;210300;0;0;0;1;0;41;0;0
2646277;210300;0;0;0;0;0;0;0;0
3388301;210300;38;63;0;4;0;0;3;10
7891067;210300;62;42;0;2;0;0;0;10
2461641;210310;7;4;1;0;0;3;0;0
3588572;210312;0;12;3;0;0;0;0;0
2452820;210320;22;25;16;2;0;10;0;0
7411367;210320;0;0;0;0;0;0;0;0
9613374;210320;30;12;0;0;0;10;0;10
2726610;210325;5;5;5;0;0;6;0;0
2449641;210330;25;30;21;3;8;16;0;0
2306697;210340;17;36;10;0;0;37;0;0
7748736;210340;0;0;0;0;0;0;0;0
2697947;210350;14;40;0;0;0;0;0;0
9627812;210350;0;0;18;0;0;18;0;0
7597037;210355;0;8;3;0;0;4;0;0
7088302;210360;18;31;17;2;0;10;0;20
2454696;210370;36;32;16;0;0;19;0;0
7597851;210375;0;7;3;1;0;4;0;0
2702746;210380;11;9;6;0;0;3;0;0
2646560;210390;0;10;6;0;0;10;0;0
2455625;210400;8;16;10;0;0;10;0;0
2310821;210405;5;24;16;2;0;8;0;0
6784607;210405;0;0;0;0;0;0;0;0
2465086;210407;5;3;9;0;0;3;0;0
7639724;210408;0;10;4;0;0;4;0;0
2460580;210409;2;4;3;0;0;4;0;0
2449552;210410;6;8;9;1;0;8;0;0
2529777;210420;2;6;5;0;0;4;0;0
2461765;210440;4;10;8;0;0;7;0;0
2461900;210450;2;12;6;0;0;4;0;0
2458888;210455;0;16;0;0;0;7;0;0
2461153;210460;3;11;10;0;0;6;0;0
2460564;210462;3;7;5;0;0;5;0;0
2645254;210465;0;1;0;0;0;0;0;0
7511884;210465;4;7;3;0;1;3;0;0
2457121;210467;36;60;64;0;0;40;0;0
2452855;210470;2;9;4;0;0;3;0;0
2462729;210480;9;18;20;1;0;29;0;0
6957501;210480;24;26;0;1;0;0;6;0
9217932;210480;8;20;3;0;1;28;0;0
4007514;210490;8;18;4;0;0;2;0;0
2462095;210500;6;9;8;0;0;7;0;0
2460335;210510;5;10;10;0;0;5;0;0
2450631;210515;2;20;6;0;0;9;0;0
2811278;210520;2;20;6;0;0;9;0;0
2452383;210530;3;2;80;0;0;5;23;40
2456613;210530;0;0;0;0;0;0;0;0
2456672;210530;65;163;0;3;0;74;0;30
2531208;210530;31;5;0;0;0;0;0;10
2531348;210530;11;18;0;0;0;17;0;8
2825856;210530;0;0;0;0;0;0;0;0
3008045;210530;7;6;0;0;0;0;0;7
6970249;210530;0;1;0;2;0;0;0;0
9065768;210530;68;32;0;2;0;0;0;10
7354606;210535;2;14;6;0;0;3;0;0
2530236;210540;2;10;47;4;0;10;0;0
2646439;210542;18;18;18;0;0;22;0;0
7006438;210545;6;4;3;0;0;3;0;0
7354568;210547;2;6;4;0;0;5;0;0
2457911;210550;19;19;6;2;2;12;0;0
2461099;210560;3;10;6;0;0;3;0;0
7593864;210565;0;3;0;1;0;0;0;0
2696002;210570;0;0;0;0;0;0;0;0
2696010;210570;0;0;0;0;0;0;0;0
2696029;210570;19;30;24;0;0;25;0;0
2307707;210580;4;8;4;0;0;4;0;0
2453355;210590;6;18;10;0;0;11;0;0
2462850;210592;0;4;1;0;0;3;0;0
7869878;210592;0;8;4;0;0;2;0;0
6592961;210594;6;6;4;0;0;4;0;0
7982291;210596;2;10;3;0;0;4;0;0
2656159;210600;10;13;10;0;0;5;0;0
2646633;210610;2;9;4;2;0;5;0;0
2457458;210620;0;8;1;0;0;0;0;0
2309513;210630;6;8;3;1;0;3;0;0
7460597;210632;0;8;3;0;0;0;0;0
7554613;210637;0;12;3;0;0;3;0;0
2460017;210640;4;8;5;0;0;6;0;0
2461005;210650;5;6;3;0;0;3;0;0
2702703;210660;7;28;8;0;0;7;0;0
7431325;210663;0;0;0;0;0;0;0;0
2311356;210667;1;3;2;0;0;3;0;0
2461838;210670;4;10;3;0;0;3;0;0
2455463;210675;12;15;10;0;0;7;0;0
7667299;210680;2;12;5;0;0;3;0;0
7321252;210690;20;14;8;2;0;10;6;0
2702681;210700;0;15;0;2;0;9;0;0
6871747;210710;6;8;3;1;0;3;0;0
2655918;210720;0;5;5;0;0;5;0;0
2655837;210725;0;6;4;0;0;4;0;0
2457253;210730;0;8;3;1;0;4;0;0
7597053;210730;0;0;0;0;0;0;0;0
2646676;210735;3;18;6;4;0;10;0;0
2453363;210740;7;6;3;0;0;4;0;0
3028593;210745;8;16;8;0;0;10;0;0
6209688;210750;0;11;0;0;0;6;0;0
2464101;210760;4;5;7;0;0;5;0;0
7496788;210760;3;7;3;1;0;2;0;0
2699966;210770;8;27;6;0;0;7;0;0
2454750;210780;9;22;12;0;0;8;0;0
2531933;210790;10;21;8;0;0;12;0;0
2613751;210790;8;40;7;0;0;5;0;0
2458470;210800;4;7;5;0;0;7;0;0
6847579;210805;6;6;4;1;0;4;0;0
2453347;210810;6;17;6;0;0;6;0;0
2452952;210820;6;12;13;0;4;11;0;0
2452987;210820;8;16;7;0;0;11;0;0
5792959;210820;0;0;0;0;0;0;0;0
2464268;210825;4;14;9;0;0;7;0;0
2454947;210830;14;14;7;0;2;11;0;0
2455021;210830;2;4;4;0;0;5;0;0
2460726;210840;4;14;3;0;0;6;0;0
7077378;210845;27;21;0;2;0;4;6;0
2461285;210850;10;12;6;1;1;11;0;0
2310511;210860;49;41;0;2;0;0;0;0
3018172;210860;0;0;23;1;0;23;4;0
7826060;210860;64;26;0;2;0;14;0;10
2451425;210870;6;9;11;0;0;9;0;0
2702711;210880;6;6;3;1;0;4;0;0
2308061;210890;5;23;3;0;0;6;0;0
2307154;210900;18;28;16;4;0;13;0;0
2464225;210905;0;12;8;0;0;8;0;0
2455145;210910;14;40;30;0;4;4;0;0
6483089;210910;68;20;0;1;0;10;0;10
2307049;210920;0;8;3;0;0;4;0;0
7743629;210927;2;6;3;1;0;4;0;0
2655969;210930;0;9;5;0;0;8;0;0
2461390;210940;5;7;4;1;0;3;0;0
2457555;210945;0;5;4;0;0;4;0;0
2463776;210945;0;0;0;0;0;0;0;0
2460963;210950;10;28;6;0;0;7;0;0
7385269;210955;0;15;0;0;0;5;0;0
2529769;210960;24;17;15;0;0;30;0;0
2646358;210960;4;10;8;0;0;5;0;0
2646498;210970;0;8;4;0;0;5;0;0
2461633;210975;0;10;2;0;0;5;0;0
6463045;210980;11;16;6;4;2;23;0;0
2465159;210990;0;0;0;0;0;0;0;0
2772299;210990;41;29;17;2;10;12;0;0
9077413;210990;52;26;0;2;0;26;0;10
2459477;211000;11;34;17;4;0;24;0;0
2311305;211003;10;27;10;2;0;11;0;0
9261427;211003;3;10;4;0;0;3;0;0
2465655;211010;6;21;8;2;0;7;0;0
2532093;211020;8;15;5;0;2;5;0;0
9651012;211020;0;0;0;0;0;0;0;0
7401655;211023;2;8;3;1;0;3;0;0
3913163;211027;1;10;5;0;0;4;0;0
2461234;211030;7;12;6;0;0;5;0;0
8013659;211040;8;12;6;0;0;6;0;0
2460831;211050;11;16;11;1;4;7;0;0
9377123;211050;0;1;0;0;0;0;0;0
2451565;211060;4;8;12;1;0;3;0;0
2465027;211065;3;8;4;0;0;5;0;0
2461277;211070;9;11;4;0;0;7;0;0
2463946;211080;6;5;3;0;0;6;0;0
2646463;211085;3;9;4;0;0;8;0;0
2457512;211090;3;12;2;0;0;6;0;0
2460432;211100;10;15;15;0;0;10;0;0
2465108;211102;4;6;3;0;0;6;0;0
7597843;211105;4;8;4;1;0;4;0;0
7215746;211107;4;5;6;0;0;4;0;0
2457156;211110;3;25;5;0;4;10;0;0
2458705;211120;10;19;37;1;0;3;0;0
6967779;211120;0;0;0;0;0;0;0;0
9655646;211120;0;0;0;0;0;0;0;0
9873627;211120;0;0;0;0;0;0;0;0
2457342;211125;3;5;2;0;0;3;0;0
2307006;211130;20;10;0;0;49;9;0;0
2308207;211130;0;0;0;0;0;0;0;0
2308231;211130;0;0;0;0;0;0;0;0
2308517;211130;0;0;0;0;0;0;0;0
2308576;211130;0;0;0;0;0;0;0;0
2308649;211130;0;0;0;0;0;0;0;0
2308665;211130;0;0;0;0;0;0;0;0
2308762;211130;83;30;0;1;0;30;0;12
2308800;211130;142;56;0;0;0;0;3;20
2308983;211130;0;0;0;0;0;0;0;0
2309033;211130;0;0;0;0;0;0;0;0
2309149;211130;0;0;0;0;0;0;0;0
2309254;211130;1;4;86;0;0;15;16;46
2455773;211130;0;26;0;0;0;0;0;0
2455781;211130;0;0;0;0;240;0;0;0
2456907;211130;0;36;0;0;0;0;0;0
2456915;211130;0;26;0;0;0;0;0;0
2456958;211130;125;193;47;1;0;18;0;10
2457768;211130;0;50;0;0;103;0;7;0
2457776;211130;0;0;30;0;0;2;0;0
2458292;211130;0;24;0;2;12;0;0;10
2458799;211130;0;0;0;0;0;88;0;0
2459736;211130;0;0;0;0;0;0;0;0
2464276;211130;0;28;0;0;0;0;0;0
2464594;211130;90;90;0;0;0;8;0;42
2530805;211130;0;0;0;0;0;0;0;0
2646536;211130;59;42;0;1;0;0;0;15
2646668;211130;0;0;0;0;0;0;0;0
2697661;211130;0;16;0;0;2;0;0;0
2697688;211130;1;1;18;0;0;1;0;0
2697696;211130;53;44;0;2;0;22;0;9
2698056;211130;0;0;0;0;240;0;0;0
2702886;211130;22;1;56;0;6;23;23;33
2726653;211130;113;76;88;4;0;90;22;55
3323382;211130;0;0;0;0;0;0;0;0
3344614;211130;0;16;0;2;0;31;0;0
3549097;211130;4;0;0;0;0;0;0;0
5446546;211130;27;16;0;0;0;0;5;10
5456894;211130;0;0;0;0;0;0;0;0
6047955;211130;0;0;0;0;0;0;0;0
6618839;211130;12;0;0;0;0;0;0;0
6649270;211130;13;0;0;0;0;0;0;0
6913652;211130;0;0;0;0;0;0;0;0
7588895;211130;0;0;0;0;0;0;0;0
9161449;211130;0;0;0;0;0;0;0;0
9170111;211130;0;0;0;0;0;0;0;0
9364439;211130;30;1;0;0;0;4;0;0
9759344;211130;0;0;0;0;0;0;0;0
2309602;211140;6;7;7;0;0;9;0;0
2646544;211150;0;32;5;0;4;11;0;0
2646366;211153;6;8;6;0;0;6;0;0
7628749;211157;2;9;3;0;0;4;0;0
2646617;211160;4;5;6;0;0;4;0;0
7645503;211163;0;9;3;0;0;0;0;0
2450453;211170;9;25;6;0;6;10;0;0
2531836;211172;6;16;6;0;0;0;0;0
2307464;211174;0;15;0;0;0;0;0;0
2461625;211174;2;8;5;0;0;5;0;0
7554958;211178;0;0;0;0;0;0;0;0
2646595;211180;8;11;7;0;0;4;0;0
2655896;211190;3;10;5;0;0;4;0;0
7006462;211195;6;4;3;0;0;3;0;0
2646471;211200;4;5;3;0;0;4;0;0
7202253;211210;14;16;8;2;0;10;6;0
2451999;211220;8;33;0;2;0;10;0;0
2452782;211220;12;20;20;0;0;20;0;0
7530269;211220;0;0;0;0;0;0;0;0
2310805;211223;7;10;5;0;0;7;0;0
7247583;211227;1;12;3;0;0;3;0;0
6553567;211230;13;15;11;1;0;11;0;0
2462184;211240;9;33;10;0;0;0;0;0
2310988;211250;0;0;0;0;0;0;0;0
2462214;211250;6;14;9;1;0;8;0;0
2464454;211260;4;15;11;0;0;7;0;0
2459620;211270;4;22;8;0;0;8;0;0
2454475;211280;10;11;0;0;1;0;0;0
5307562;211280;2;0;30;0;0;20;0;0
2457571;211285;0;9;6;0;0;6;0;0
2455706;211290;5;20;11;0;0;10;0;0
2530473;211300;5;17;16;0;0;6;0;0
2465469;211400;8;20;12;2;0;11;0;0
7485808;211400;3;4;9;0;0;4;0;0
4008065;220010;0;8;0;0;0;7;0;0
2323923;220020;1;10;4;2;1;4;0;0
4008081;220025;0;3;3;0;0;6;0;0
2766663;220030;0;9;0;1;0;5;0;0
2324075;220040;2;23;4;1;0;8;0;0
2364883;220050;6;27;3;0;2;7;0;0
2323893;220060;0;6;0;0;0;5;0;0
2323575;220070;0;4;6;0;0;0;0;0
4008154;220090;0;2;2;0;0;2;0;0
2766930;220100;0;4;0;0;0;0;0;0
2551918;220110;3;7;3;0;0;5;0;0
2778505;220115;3;6;0;0;0;2;0;0
2323915;220120;15;20;14;1;2;19;10;0
2609363;220120;0;0;0;0;0;0;0;0
2323907;220140;5;8;5;0;0;7;0;0
2365057;220150;0;12;3;0;0;8;0;0
2766922;220160;0;9;1;0;0;5;0;0
2588803;220170;0;4;0;0;0;0;0;0
2766698;220180;0;3;6;0;0;3;0;0
7842562;220180;0;3;2;0;0;4;0;0
2364816;220190;10;17;12;0;2;9;0;0
2778483;220191;0;2;0;0;0;4;0;0
4008243;220196;0;5;2;0;0;3;0;0
2777703;220200;0;30;2;0;0;8;0;0
2668696;220202;0;4;4;0;0;8;0;0
2323877;220220;0;0;0;0;0;0;0;0
2365006;220220;0;20;0;0;0;15;0;0
2365359;220220;17;20;0;0;0;12;0;0
2777754;220220;25;32;17;0;0;14;0;0
2777797;220220;1;0;17;0;0;0;0;0
5206189;220220;0;0;0;0;0;0;0;0
2324245;220225;0;4;0;0;0;0;0;0
2324172;220230;6;7;5;0;2;3;0;0
4008340;220240;0;4;3;0;0;2;0;0
2778459;220250;0;5;2;0;0;4;0;0
2364999;220260;2;21;9;0;0;6;0;0
2777711;220270;0;17;0;0;0;6;0;0
2324202;220277;1;2;2;0;0;2;0;0
2324148;220280;0;20;10;0;0;15;0;0
2777770;220290;9;8;13;0;4;11;0;0
2324431;220300;0;0;0;0;0;0;0;0
2668718;220300;1;5;5;0;0;2;0;0
2490501;220310;0;16;0;0;0;5;0;0
2365480;220320;4;15;8;0;1;6;0;0
2324334;220330;6;10;8;0;0;0;0;0
2766841;220335;0;3;0;0;0;4;0;0
2364824;220350;5;15;6;0;0;8;0;0
2365278;220360;0;8;0;0;0;0;0;0
2323583;220370;14;22;10;0;0;9;0;0
2324156;220370;0;0;0;0;0;0;0;0
2811618;220380;0;2;0;0;0;0;0;0
2365146;220390;52;58;45;0;12;11;0;10
2694743;220390;0;15;0;0;0;0;0;0
6137504;220390;1;0;0;0;0;0;0;0
7102445;220390;1;0;0;0;0;0;0;0
4008774;220400;0;6;3;0;0;5;0;0
2766655;220410;0;4;0;0;0;0;0;0
2324504;220420;0;6;3;0;0;5;0;0
2694301;220430;1;13;5;1;0;6;0;0
4008847;220440;0;4;2;0;0;3;0;0
2365251;220450;6;7;10;0;2;7;0;0
2324253;220470;0;6;3;0;0;2;0;0
2694212;220480;0;6;3;0;2;4;0;0
2323885;220490;2;10;5;0;0;3;0;0
2694220;220500;3;10;2;0;0;6;0;0
2323931;220510;4;4;5;0;0;13;0;0
2365375;220520;3;20;3;0;0;5;0;0
2777657;220530;0;7;0;0;0;0;0;0
4009045;220540;2;6;3;0;0;6;0;0
9155996;220545;0;3;1;0;0;2;0;0
2323540;220550;0;16;4;0;0;4;0;0
2368927;220553;0;10;0;0;0;3;0;0
4009134;220555;0;6;0;0;0;4;0;0
4009150;220560;0;7;1;0;0;0;0;0
2364972;220570;0;35;0;0;0;8;0;0
2324288;220580;14;12;6;0;0;6;0;0
2365286;220580;0;0;0;0;0;0;0;0
5585120;220585;0;4;2;0;0;1;0;0
2324121;220590;2;3;4;0;0;2;0;0
2777673;220595;8;16;8;0;0;6;0;0
8010781;220600;0;6;2;0;0;3;0;0
2324164;220610;3;4;2;0;0;6;0;0
2323605;220620;0;14;4;2;0;2;0;0
4009223;220640;0;8;1;0;0;4;0;0
2323591;220650;4;6;4;0;0;6;0;0
2694204;220660;5;10;5;0;0;5;0;0
2367378;220670;0;4;0;0;0;2;0;0
2364891;220680;0;6;0;0;0;3;0;0
2364875;220690;0;5;0;0;0;3;0;0
2609673;220700;10;5;1;0;0;6;0;0
2777762;220700;13;32;13;0;0;11;0;0
5442095;220700;0;0;0;0;0;0;0;0
2323699;220720;8;8;13;0;0;7;0;0
2324601;220720;0;0;0;0;0;0;0;0
2324555;220730;0;8;0;0;0;0;0;0
2778467;220740;0;3;5;0;0;4;0;0
2323206;220750;0;10;2;0;0;4;0;0
2777665;220760;0;9;2;0;0;6;0;0
2323958;220770;21;0;0;0;0;2;0;0
2364921;220770;0;0;0;0;0;0;0;0
2365154;220770;13;63;13;0;6;14;0;0
2365243;220770;0;30;0;1;0;2;0;0
2766833;220770;0;44;0;0;4;0;0;0
4009444;220770;17;17;23;0;0;23;10;7
5260272;220770;0;0;0;0;0;0;0;0
8015899;220770;55;35;32;0;0;27;14;20
9709029;220770;20;18;2;1;0;2;0;0
2364913;220780;4;13;13;2;0;4;0;0
2365022;220780;9;12;7;1;0;10;0;0
2323559;220790;3;10;7;1;0;4;0;0
2772973;220790;4;5;10;0;0;5;0;0
2694700;220800;0;0;0;1;0;48;0;0
2694719;220800;7;1;9;0;0;10;0;0
2766876;220800;15;3;20;0;0;9;12;0
3205282;220800;5;6;2;0;0;1;2;0
4009622;220800;30;41;36;0;0;26;0;0
5075416;220800;0;0;0;0;0;0;0;0
2364794;220810;2;6;4;0;0;4;0;0
2490781;220820;4;13;5;0;0;13;0;0
2315386;220830;0;0;15;0;0;3;0;0
2365391;220830;12;20;0;0;5;10;0;0
2777746;220840;39;31;24;2;0;13;0;10
2694298;220850;0;8;3;0;0;6;0;0
2551772;220855;0;3;0;0;0;0;0;0
2490536;220860;0;2;2;0;8;4;0;0
2365014;220870;7;4;4;0;0;4;0;0
2323621;220880;7;12;5;0;0;5;0;0
2490773;220890;0;10;3;0;0;4;0;0
2323702;220900;0;2;0;0;0;0;0;0
2364905;220910;0;3;4;0;0;4;0;0
2364948;220910;5;2;2;0;0;0;0;0
2694239;220920;2;2;3;0;0;3;0;0
2693836;220937;0;3;0;0;0;5;0;0
6217621;220940;0;3;0;0;0;1;0;0
2778521;220950;0;2;3;0;0;2;0;0
4009819;220960;0;10;4;0;0;6;0;0
2324210;220970;0;7;0;0;0;0;0;0
2323966;220980;0;6;0;0;0;6;0;0
2778475;220990;0;6;4;0;0;2;0;0
2365383;221000;15;27;0;0;0;5;0;0
8004218;221000;0;3;24;0;0;1;1;0
2365081;221010;0;4;0;0;0;2;0;0
4009894;221020;0;5;0;0;0;3;0;0
2365227;221030;0;4;4;0;0;9;0;0
2490471;221030;1;6;3;0;0;2;0;0
2324261;221040;2;12;6;0;0;6;0;0
2777819;221040;0;0;0;0;0;0;0;0
2324199;221050;9;14;10;1;0;8;0;0
2365499;221060;29;47;30;1;0;11;0;0
2777576;221060;14;18;28;1;0;6;0;0
2777592;221060;8;15;10;4;1;8;0;0
2777649;221060;10;20;15;1;0;6;0;0
2323753;221065;0;0;0;0;0;0;0;0
2324040;221070;5;5;10;0;1;4;0;0
2365235;221070;3;5;6;0;0;5;0;0
2766671;221070;0;4;0;0;0;4;0;0
2365103;221080;5;12;10;0;2;3;0;0
2324369;221090;3;3;3;0;0;3;0;0
2323249;221100;32;0;0;0;0;45;0;9
2323257;221100;0;0;0;0;0;0;0;7
2323281;221100;11;12;0;0;0;0;0;14
2323303;221100;0;15;0;0;0;1;0;0
2323311;221100;0;3;0;0;0;0;0;0
2323338;221100;0;94;0;11;8;31;0;7
2323346;221100;0;0;0;0;160;0;0;0
2323354;221100;0;26;0;0;0;0;0;0
2323397;221100;0;0;180;0;0;61;38;44
2323427;221100;0;22;0;0;0;4;6;0
2323443;221100;15;24;0;2;0;4;0;0
2323451;221100;42;26;13;2;0;0;0;0
2323478;221100;4;13;0;0;0;22;0;0
2323524;221100;0;44;0;1;0;0;0;0
2360888;221100;19;0;0;0;0;0;0;0
2360926;221100;10;0;0;0;0;0;0;0
2360969;221100;0;0;0;0;0;0;0;0
2406705;221100;0;0;0;0;0;0;0;0
2551926;221100;0;0;0;0;0;0;0;0
2679639;221100;14;24;24;0;0;8;4;0
2679647;221100;5;27;29;0;0;18;4;0
2679671;221100;0;30;0;0;0;0;0;0
2726971;221100;156;142;14;4;2;0;0;16
2727005;221100;20;4;0;0;0;0;0;4
2727021;221100;0;0;0;0;0;0;0;0
2727056;221100;0;25;0;1;0;5;0;0
2727064;221100;0;0;29;0;0;10;5;7
2819899;221100;0;0;0;0;0;0;0;0
3036472;221100;2;0;0;0;0;0;0;0
3285391;221100;76;83;10;7;1;0;0;15
3644928;221100;0;0;0;0;0;0;0;0
3884236;221100;0;0;0;0;0;0;0;0
5322901;221100;0;8;0;0;0;0;0;0
5828856;221100;211;110;0;0;0;28;0;26
5973457;221100;0;20;0;1;0;10;0;0
7029527;221100;0;0;0;0;0;0;0;0
7035381;221100;0;0;0;0;0;0;0;0
9101993;221100;0;0;0;0;0;0;0;0
9131922;221100;9;16;35;0;0;17;0;0
9624325;221100;0;0;0;0;0;0;0;0
2777681;221110;0;33;10;1;0;7;0;0
2323680;221120;9;17;5;0;0;6;0;0
2777789;221130;8;19;12;0;0;7;0;0
2766868;221140;0;7;4;0;0;3;0;0
2323613;221170;8;4;4;0;0;3;0;0
2726319;230010;0;1;0;0;0;0;0;0
2516632;230020;9;23;24;0;2;12;0;0
9275134;230030;24;38;22;0;2;12;0;0
2560992;230040;0;18;5;1;0;6;0;0
2372509;230060;0;12;3;0;0;4;0;0
2527685;230070;5;14;6;0;0;8;0;0
2427184;230075;0;20;10;0;0;6;0;0
2563347;230080;0;10;2;0;0;4;0;0
2611465;230090;0;5;3;0;0;4;0;0
2561395;230100;8;16;8;0;0;8;0;0
2372967;230110;15;23;0;1;1;3;0;0
2373009;230110;0;5;26;1;0;11;5;0
4010779;230120;27;10;7;0;0;6;0;0
2414996;230125;2;8;4;0;0;6;0;0
2372487;230130;6;13;11;0;0;12;2;0
2333813;230140;0;5;3;0;1;3;0;0
2328038;230150;0;8;4;0;0;4;0;0
4010825;230160;0;29;9;2;2;6;0;0
2514729;230170;22;22;21;0;0;24;0;0
2552345;230180;0;11;2;0;0;6;0;0
2611201;230185;0;11;3;0;0;3;0;0
2564211;230190;33;54;27;4;1;34;11;25
2564238;230190;40;50;6;0;0;4;0;8
4010868;230190;30;24;0;0;0;0;0;10
2373475;230195;0;15;6;0;0;4;0;0
2724359;230200;0;16;6;0;0;8;0;0
2611058;230205;0;5;2;0;0;2;0;0
2333716;230210;2;18;16;0;1;15;3;0
2372819;230220;5;8;6;0;0;6;0;0
2563487;230230;4;8;10;0;0;8;0;0
2479028;230240;6;23;18;0;0;19;0;0
