CNES;IBGE;leito_sus_cirurgicos;leito_sus_clinicos;leito_sus_gineco_obs;leito_sus_isolamento;leito_sus_outrasespec;leito_sus_pediatricos;leito_sus_uci;leito_sus_uti
2206498;314310;5;9;11;1;0;9;0;0
2206501;314310;8;12;9;0;0;5;0;0
9847227;314310;11;26;10;2;2;6;0;0
2146495;314320;8;15;3;0;0;2;0;0
2149990;314330;98;80;33;0;0;55;0;36
2219638;314330;47;48;1;0;0;0;0;20
2219646;314330;36;21;0;0;0;0;0;8
2219654;314330;19;42;30;0;10;31;0;19
2219662;314330;6;19;0;0;0;0;0;10
5860865;314330;0;0;0;0;0;0;0;0
6209521;314330;0;0;0;0;0;0;0;0
7366108;314330;24;33;18;0;3;11;0;20
7940122;314330;0;0;0;0;0;0;0;0
2178648;314350;0;14;2;0;0;3;0;0
2162377;314390;2;2;0;0;0;0;0;4
2195453;314390;34;58;0;2;0;2;0;16
4042085;314390;29;60;12;2;0;15;0;23
4042107;314390;18;60;0;2;0;0;0;10
2760711;314400;2;21;8;1;0;15;0;0
2099233;314410;10;10;4;0;0;3;0;0
2109980;314430;0;0;0;0;0;0;0;0
2211262;314430;8;13;9;0;0;11;0;0
2179571;314450;0;9;2;0;0;4;0;0
2776030;314460;2;12;8;0;1;5;0;0
2144549;314470;6;18;0;2;0;6;0;0
2115891;314480;0;0;0;0;0;0;0;0
2117037;314480;7;40;6;0;0;4;0;6
3030733;314480;0;0;0;0;0;0;0;0
9621903;314480;0;0;0;0;0;0;0;0
2775964;314500;1;14;5;1;0;3;0;0
2172836;314510;3;9;5;0;0;9;0;0
2143801;314520;8;8;18;0;0;6;0;0
2183811;314530;4;20;5;0;0;10;0;0
2144298;314560;15;30;13;0;0;4;0;10
2139014;314590;0;0;0;0;0;0;0;0
2207664;314590;5;15;3;0;0;3;0;0
2127911;314600;10;21;3;0;0;2;0;0
2163829;314610;15;37;8;1;0;11;3;10
2208083;314630;15;21;5;0;0;6;0;0
2168626;314650;2;8;4;0;0;4;0;0
2122936;314670;0;12;4;0;0;6;0;0
2100754;314700;22;30;19;5;0;10;0;8
3010104;314700;0;0;0;0;0;0;0;0
2206064;314710;24;32;8;0;0;5;0;10
2796341;314720;5;14;5;0;0;6;0;0
2127695;314730;6;19;5;0;0;1;0;0
2168200;314750;0;8;2;0;0;5;0;0
2764806;314760;7;10;6;0;2;4;0;0
2144174;314770;2;16;4;0;0;4;0;0
2761033;314790;0;0;0;0;0;0;0;0
2775999;314790;31;106;15;0;0;12;0;58
6235352;314790;0;0;0;0;0;0;0;0
2196972;314800;14;42;10;0;0;8;0;50
2197014;314800;0;0;0;0;0;0;0;0
2197022;314800;0;0;0;0;0;0;0;0
2726726;314800;59;31;17;0;0;10;3;15
2726734;314800;0;0;0;0;0;0;0;16
3017362;314800;0;0;0;0;0;0;0;0
2152991;314810;2;0;0;0;0;0;0;0
2209195;314810;14;48;12;2;5;7;5;23
3218813;314810;0;3;0;0;0;0;0;0
5406978;314810;0;0;0;0;0;0;0;0
2103257;314860;8;13;4;0;0;9;0;0
2139049;314870;10;24;10;1;0;14;0;0
2127938;314910;0;8;1;0;1;2;0;0
2201402;314920;0;16;0;0;0;4;0;0
2154560;314930;6;1;9;0;0;2;0;0
6049265;314930;0;25;0;0;1;3;0;0
2166305;314980;2;13;3;0;0;3;0;0
2775115;314980;0;5;0;0;0;0;0;0
2221985;314990;10;15;6;0;0;5;0;0
2112647;315030;0;9;1;2;0;4;0;0
2186276;315050;0;10;0;0;0;2;0;0
2109700;315080;0;17;3;0;0;5;0;0
2195224;315110;6;13;6;2;0;7;0;0
2119528;315120;24;33;16;0;2;17;4;18
5468361;315120;0;0;0;0;0;0;0;0
2142406;315140;6;23;5;0;0;2;0;0
2776006;315150;16;26;4;0;0;8;0;10
2180839;315160;0;6;0;0;0;0;0;0
2167727;315170;10;13;3;0;0;3;0;0
2129469;315180;40;33;16;0;0;13;0;17
2129566;315180;30;53;2;0;2;2;0;25
2208903;315180;0;0;0;0;0;0;0;0
3582647;315180;0;0;0;0;0;0;0;0
5484928;315180;0;0;0;0;0;0;0;0
2760959;315190;0;12;4;2;0;2;0;0
2178591;315200;6;13;5;1;0;1;0;0
2111640;315210;13;36;20;6;0;9;0;20
2206382;315210;41;30;1;0;0;10;0;18
2205971;315220;8;18;7;0;0;6;0;0
2178990;315240;2;17;3;0;0;6;0;0
2127989;315250;59;77;24;1;2;39;0;43
2761068;315250;0;0;0;0;0;0;0;0
3050297;315250;0;0;0;0;0;0;0;0
2776014;315260;3;13;6;0;4;0;0;0
2123436;315270;0;23;0;0;0;4;0;0
2145685;315280;2;10;10;1;0;3;0;0
2760967;315290;0;8;0;0;0;6;0;0
2201488;315300;0;2;0;0;0;0;0;0
2148471;315310;0;12;2;0;0;4;0;0
2101432;315340;3;8;5;0;0;2;0;0
2168553;315400;6;16;8;0;0;4;0;0
2122618;315410;5;15;6;0;1;3;0;0
2139626;315420;5;25;4;1;0;5;0;0
2168731;315430;7;27;9;0;0;13;0;0
2756749;315460;12;43;21;0;0;15;0;0
2139960;315470;0;11;0;0;0;0;0;0
2100363;315490;10;8;10;0;0;3;0;0
2112531;315520;0;12;3;2;0;3;0;0
2184680;315550;3;9;4;1;0;3;0;0
2119463;315560;4;13;10;0;0;13;0;0
2144611;315570;2;18;3;0;1;4;0;0
2149419;315580;4;19;3;0;0;6;0;0
2796791;315590;3;11;2;0;0;3;0;0
2135140;315600;3;17;6;0;0;6;0;0
2139138;315660;3;18;6;0;0;4;0;0
2115662;315670;21;2;0;0;40;0;0;0
2117282;315670;5;45;0;0;0;0;0;0
2135914;315680;2;22;5;1;0;7;0;0
2109034;315690;4;15;5;0;1;5;0;0
2204649;315700;10;27;10;0;0;5;0;0
2220482;315700;0;0;0;0;0;0;0;0
2139111;315710;0;9;2;0;0;2;0;0
2144638;315720;4;13;6;0;0;13;0;0
2180731;315770;3;11;7;0;0;9;0;0
2164280;315780;1;40;0;0;0;2;0;0
2114143;315790;7;10;6;1;0;8;0;0
2144565;315800;0;0;0;0;0;0;0;0
2119552;315810;0;6;0;0;0;0;0;0
2103990;315820;3;24;6;0;0;5;0;0
7908091;315920;0;0;0;0;0;0;0;0
2796570;315930;0;11;2;0;0;2;0;0
2208822;315960;8;16;8;0;0;2;0;0
2121808;315980;4;13;4;0;0;4;0;0
2192128;315990;15;10;6;0;0;6;0;8
3890643;316030;0;0;0;0;0;0;0;0
2144026;316040;8;18;9;0;0;6;0;0
2796562;316070;10;35;6;0;0;3;0;6
2144573;316100;6;20;4;1;0;3;0;0
2140098;316110;9;19;14;0;0;12;0;0
2775913;316200;6;12;6;1;0;4;0;0
2100681;316210;6;8;11;0;0;1;0;0
2100703;316210;0;0;0;0;0;0;0;0
2146517;316220;6;3;3;4;1;4;0;0
2119447;316240;8;15;6;0;0;8;0;0
2161354;316250;19;30;8;3;0;18;4;20
2173565;316250;16;37;1;1;0;2;0;10
2795299;316270;6;28;8;1;0;6;0;0
2102765;316280;10;20;8;0;0;12;0;0
2796619;316290;4;20;9;0;0;2;0;0
2764814;316370;16;24;12;0;0;5;0;20
2167670;316390;0;6;1;0;0;2;0;0
2140179;316420;0;8;5;0;0;5;0;0
2147823;316430;0;2;0;0;0;2;0;0
2146401;316470;0;0;0;0;160;0;0;0
2146525;316470;19;64;16;0;0;6;0;30
3050890;316470;0;0;0;0;0;0;0;0
2123711;316500;4;16;4;0;0;6;0;0
6146791;316510;0;0;0;0;0;0;0;0
2123231;316530;6;11;3;1;0;3;0;0
2760851;316570;0;6;0;0;0;0;0;0
2797364;316680;4;5;0;0;0;4;0;0
2168448;316690;2;6;3;0;0;2;0;0
2202891;316710;10;12;6;0;0;9;0;0
2109867;316720;42;57;0;2;4;12;0;10
2206528;316720;20;30;31;0;0;20;0;22
2206544;316720;0;0;0;0;0;0;0;0
7663285;316720;0;0;0;0;0;0;0;0
9937625;316720;0;0;0;0;0;0;0;0
2098369;316800;21;38;7;0;0;8;2;18
2102595;316840;21;19;4;0;0;5;0;0
2168537;316850;0;12;0;0;0;3;0;0
2184834;316860;27;20;0;0;0;0;0;10
2208172;316860;48;28;21;0;0;28;0;25
2210924;316860;10;10;0;0;0;0;0;0
2211254;316860;43;16;0;0;0;0;0;0
2140217;316870;15;12;6;0;0;6;0;8
2102021;316890;0;11;0;0;0;3;0;0
2194651;316920;4;21;1;1;0;4;0;0
2760657;316930;16;34;17;0;0;14;0;15
2775905;316930;0;20;0;0;0;0;0;0
7919468;316930;0;0;0;0;0;0;0;0
2796112;316935;2;11;5;1;0;5;0;0
2139200;316940;20;34;10;0;0;3;0;10
9676481;316940;0;0;0;0;0;0;0;0
2135108;316970;5;15;6;3;0;13;0;0
2195429;316990;0;20;0;0;0;0;0;0
2195437;316990;22;38;12;2;0;12;0;20
2760703;316990;13;31;2;1;0;2;0;8
2764865;316990;12;12;5;1;0;7;0;6
2164795;317010;3;1;0;0;0;25;0;0
2164825;317010;2;6;0;0;15;0;0;0
2165058;317010;24;36;0;0;0;8;0;8
2165066;317010;0;0;0;0;0;0;0;0
2165481;317010;0;0;0;0;0;0;0;0
2195585;317010;21;28;16;0;0;12;6;16
2195593;317010;0;0;0;0;97;0;0;0
2206595;317010;84;79;35;7;12;39;0;40
3435075;317010;0;0;0;0;0;0;0;0
7647891;317010;0;0;0;0;0;0;0;0
9141839;317010;30;20;0;0;0;0;0;10
9745041;317010;0;0;0;0;0;0;0;0
2146355;317020;161;162;45;0;3;45;22;68
2151812;317020;0;0;0;0;0;0;0;0
2151839;317020;0;0;0;0;0;0;0;0
2151847;317020;6;3;2;0;0;1;0;5
2151855;317020;9;9;0;0;0;2;0;14
2151863;317020;0;0;0;0;0;26;0;0
2151871;317020;0;0;0;0;0;0;0;0
2152940;317020;0;11;0;1;0;5;0;0
2152959;317020;0;10;0;1;0;4;0;0
2152967;317020;0;19;0;1;0;4;0;0
2153009;317020;0;14;0;1;0;6;0;0
2153017;317020;0;16;0;1;0;3;0;0
2209179;317020;1;0;0;0;0;0;0;0
2697254;317020;1;0;0;0;0;0;0;0
3032191;317020;0;9;0;0;0;3;0;0
3170527;317020;0;19;5;0;0;3;0;0
3597156;317020;10;0;0;0;0;0;0;0
3752178;317020;0;0;0;0;0;0;0;0
5617286;317020;0;17;0;0;0;3;0;0
6601804;317020;59;70;37;0;0;5;15;50
7433867;317020;1;0;0;0;0;0;0;0
9336109;317020;0;0;0;0;0;0;0;0
9495185;317020;0;0;0;0;0;0;0;0
2760797;317040;0;0;0;0;0;0;0;0
2760924;317040;18;15;19;2;0;12;0;0
2764849;317040;0;0;0;0;0;0;0;0
2796473;317040;0;0;0;0;0;0;0;0
2206552;317043;8;16;2;0;0;6;0;0
2119501;317052;8;11;6;0;0;5;0;0
2761041;317070;25;15;22;0;0;9;0;34
2761092;317070;36;56;0;0;0;0;0;10
2761319;317070;0;0;0;0;0;0;0;0
6363326;317070;0;0;0;0;0;0;0;0
2147947;317080;0;0;0;0;0;0;0;0
2149710;317080;10;18;0;0;2;5;0;0
2104741;317090;0;13;6;0;0;4;0;0
2118092;317100;5;14;4;0;0;4;0;0
6856209;317120;19;29;9;1;0;4;0;0
2099438;317130;25;32;0;2;1;4;0;6
2099454;317130;13;17;13;0;1;15;0;13
2134306;317160;4;19;9;0;0;7;0;0
2764822;317170;2;14;2;1;1;6;0;0
2144557;317180;8;26;6;0;0;8;0;0
2760843;317200;8;31;6;0;0;7;0;10
2402874;320010;5;30;10;0;0;7;0;0
2447886;320020;15;19;8;1;0;1;0;0
2499568;320040;9;25;12;1;0;7;0;0
2447320;320050;0;14;2;0;0;0;0;0
2770326;320060;18;34;19;0;0;22;0;8
2485397;320070;0;8;0;0;0;2;0;0
2675714;320080;5;19;15;1;0;12;0;0
2445956;320090;22;11;11;1;0;17;0;0
2680513;320090;0;0;0;0;0;0;0;0
2485249;320100;0;0;0;0;0;0;0;0
7834411;320100;0;0;0;0;0;0;0;0
2485680;320120;70;75;0;0;0;0;0;25
2485729;320120;0;0;6;0;0;47;0;8
2547783;320120;0;0;0;0;35;0;0;0
2547821;320120;30;52;22;2;1;13;0;36
2548127;320120;0;0;0;0;0;0;0;0
9584498;320120;0;0;0;0;0;0;0;0
2465752;320130;0;40;0;0;60;0;0;0
2494450;320130;15;8;0;0;0;0;0;6
2546973;320130;0;0;0;0;16;0;0;0
3340503;320130;0;0;0;0;0;0;0;0
5731186;320130;0;0;41;0;0;4;0;0
6823351;320140;4;14;8;0;0;5;0;0
2446030;320150;56;65;0;2;0;13;0;16
2448416;320150;0;0;0;0;0;0;0;0
2448424;320150;2;2;0;0;0;0;0;1
2448521;320150;26;75;30;2;0;23;0;38
2448637;320150;14;9;18;1;0;2;0;0
5678838;320150;0;0;0;0;0;0;0;0
5939712;320150;0;0;0;0;0;0;0;0
2483939;320160;4;12;0;0;0;0;0;0
2630079;320170;3;8;4;1;0;5;0;0
2402882;320190;9;60;17;0;0;7;0;0
2484676;320210;6;6;10;0;0;24;0;0
2447029;320230;10;38;19;0;0;9;0;10
7557523;320240;3;5;24;0;0;27;0;0
2448203;320245;6;16;6;0;0;13;3;0
2615339;320260;6;10;4;2;0;6;0;0
2445085;320270;0;0;0;0;0;0;0;0
9818626;320270;6;26;7;6;0;8;0;0
6945368;320280;42;36;2;0;0;0;0;0
7336578;320280;0;8;25;0;0;7;0;0
2629992;320290;1;27;2;1;0;5;0;0
2650533;320300;8;27;6;0;0;15;0;0
2484269;320305;1;9;8;0;0;4;0;0
2447894;320310;13;11;1;1;0;1;0;0
2403242;320313;7;15;4;0;0;6;0;0
3007472;320316;0;16;2;1;0;5;0;0
2465825;320320;21;31;1;3;3;21;6;8
2465833;320320;23;15;29;1;0;2;9;17
3070328;320320;0;0;0;0;0;0;0;0
2448173;320340;6;28;6;1;0;6;0;0
2483998;320350;4;17;6;0;0;5;0;0
6426131;320360;2;10;4;0;0;3;0;0
2547090;320370;4;14;11;0;0;5;0;0
2446782;320380;6;15;8;0;1;8;0;0
2484943;320390;4;20;4;1;0;12;0;0
2448653;320400;0;9;0;0;0;0;0;0
2678233;320405;6;10;6;0;2;6;0;0
2484366;320410;4;18;4;0;0;6;0;0
2628023;320420;0;12;0;0;0;0;0;0
2494345;320435;3;11;6;2;0;6;0;0
2599899;320450;17;8;0;0;0;0;0;0
2569213;320455;6;30;9;0;0;11;0;0
2532190;320460;16;30;10;2;0;2;0;7
2448807;320470;0;0;0;0;0;0;0;0
9040838;320470;0;0;0;0;0;0;0;0
9922970;320470;4;16;0;1;0;0;0;0
9940839;320470;0;0;0;0;0;0;0;0
2547317;320480;19;25;11;1;0;16;0;7
2484072;320490;0;1;21;0;0;5;0;0
2550687;320490;71;71;0;4;0;36;0;10
7914075;320490;0;0;0;0;0;0;0;0
2485966;320500;0;0;39;0;0;0;0;0
2486199;320500;74;77;12;0;0;0;10;23
2547058;320500;0;0;0;0;0;0;0;0
3450198;320500;0;0;0;0;0;0;0;1
7257406;320500;129;86;50;0;0;8;43;67
9859187;320500;0;0;0;0;0;0;0;0
2547201;320503;5;18;0;0;0;4;0;0
2403331;320506;10;19;12;1;4;16;2;0
2465787;320520;1;1;15;0;0;1;0;0
2494442;320520;84;24;0;0;0;0;0;30
2546957;320520;24;46;0;0;0;0;0;5
2678179;320520;0;10;37;0;0;69;12;21
2709023;320520;0;0;0;0;20;0;0;0
3405702;320520;0;0;0;0;0;0;0;0
3421597;320520;0;0;0;0;0;0;0;0
3537943;320520;0;0;0;0;0;0;0;0
3825973;320520;0;0;0;0;0;0;0;0
5417139;320520;0;0;0;0;0;0;0;0
6160883;320520;0;0;0;0;0;0;0;0
7530706;320520;42;33;0;0;8;0;0;0
9248811;320520;0;0;0;0;0;0;0;0
0011738;320530;41;62;0;0;2;0;0;6
0011746;320530;55;58;19;4;0;0;0;10
0011800;320530;94;89;0;2;0;20;0;21
0011819;320530;60;19;0;0;0;0;0;10
0011843;320530;0;1;48;0;0;1;5;7
0011991;320530;0;0;0;0;0;0;0;0
0012017;320530;8;22;2;5;34;3;0;10
2705591;320530;12;30;0;0;0;0;0;1
3167895;320530;0;0;0;0;0;0;0;0
3188213;320530;0;0;0;0;0;0;0;0
3336883;320530;0;0;0;0;0;0;0;0
3530159;320530;0;0;0;0;0;0;0;0
4044916;320530;69;84;33;0;0;24;15;26
5633079;320530;0;0;0;0;0;0;0;0
6363261;320530;0;0;0;0;0;0;0;0
6559131;320530;102;25;0;0;0;0;0;18
7019351;320530;0;0;0;0;0;0;0;0
7581467;320530;0;0;0;0;0;0;0;0
7621442;320530;95;42;0;0;0;0;0;40
9387463;320530;0;0;0;0;0;0;0;0
9699430;320530;0;0;0;0;0;0;0;0
2280868;330010;43;28;55;1;6;16;9;9
2281287;330010;0;0;0;0;0;0;0;0
2281384;330010;4;6;2;1;0;2;3;3
6086497;330010;0;0;0;0;0;0;0;0
7354746;330010;39;57;3;1;4;7;35;0
9903496;330010;0;0;0;0;0;3;0;0
2267454;330015;6;19;4;0;2;4;0;0
2273098;330020;0;0;0;0;0;0;0;0
2285150;330020;6;18;0;2;4;5;0;0
2696932;330020;46;8;0;3;0;7;7;13
3111369;330020;0;0;0;0;0;0;0;0
3988732;330020;0;0;0;0;0;0;0;0
2285975;330022;0;12;0;0;8;1;0;0
6200702;330023;8;20;10;2;2;8;3;0
2267802;330025;25;20;16;1;1;8;0;14
9409858;330025;0;2;0;0;0;1;0;0
2287919;330030;13;60;0;0;1;4;0;7
2287927;330030;4;2;22;2;0;24;0;0
2288001;330030;0;0;0;0;0;0;0;0
2799308;330030;0;0;0;0;100;0;0;0
7415273;330030;0;0;0;0;0;0;0;0
2280051;330040;48;84;0;0;1;12;0;8
2289377;330040;0;0;0;0;0;0;0;0
2296977;330040;0;0;0;0;0;0;0;0
3337669;330040;0;0;0;0;0;0;0;0
5829593;330040;0;0;0;0;0;0;0;0
5878640;330040;0;4;26;1;0;8;0;8
6392415;330040;0;0;0;0;0;0;0;0
2289571;330045;0;25;0;0;6;9;0;0
2289709;330045;0;0;0;0;0;0;0;0
2296705;330045;0;12;0;0;0;5;0;0
2296748;330045;0;0;0;0;0;0;0;0
2296764;330045;0;0;0;0;0;0;0;0
6291724;330045;0;0;0;0;0;0;0;0
9887725;330045;0;0;0;2;0;100;0;0
2282801;330050;13;20;8;0;3;15;2;0
2696940;330060;17;20;10;2;2;21;0;5
2278138;330070;2;24;0;1;6;8;0;0
2278162;330070;0;39;0;0;0;0;0;10
2278170;330070;12;10;0;0;0;0;3;7
2278189;330070;0;6;0;0;0;6;0;0
2278278;330070;0;18;0;0;2;12;0;0
2278286;330070;27;10;1;1;0;1;0;5
2283395;330070;20;30;0;0;8;0;0;0
3179435;330070;0;0;0;0;0;0;0;0
5691710;330070;0;0;0;0;0;0;0;0
5852870;330070;0;0;0;0;0;0;0;0
5903394;330070;0;2;40;0;0;5;0;0
6148425;330070;0;0;0;0;0;0;0;0
6407897;330070;0;0;0;0;0;30;0;0
2696924;330080;7;51;25;2;4;16;4;0
2283794;330090;8;21;7;2;0;6;0;4
2287250;330100;48;42;28;4;2;8;0;34
2287285;330100;18;20;0;1;11;1;0;9
2287382;330100;103;87;0;1;123;0;0;24
2287447;330100;45;46;6;1;0;0;0;15
2287579;330100;81;83;0;0;7;27;6;14
2298317;330100;12;24;58;0;0;28;30;28
2696908;330100;0;4;0;0;120;0;0;0
3002187;330100;16;30;0;1;5;21;6;0
3132471;330100;0;0;0;0;0;0;0;0
3315916;330100;0;0;0;0;0;0;0;0
3315924;330100;0;0;0;0;0;0;0;0
5108969;330100;0;0;0;0;0;0;0;0
6050476;330100;0;0;0;0;0;0;0;0
7162723;330100;0;0;0;0;0;0;0;0
7170645;330100;0;0;0;0;0;0;0;0
2267713;330110;8;40;6;0;5;12;0;0
9921710;330110;0;0;0;0;0;0;0;0
2272601;330120;5;17;7;1;0;7;3;0
2280396;330130;17;17;18;4;0;19;4;0
2290073;330140;0;36;0;0;0;0;0;0
9491619;330150;8;17;7;0;2;4;0;0
2267810;330160;2;7;3;0;0;4;0;0
2277581;330170;0;11;0;0;0;2;0;0
2277611;330170;0;6;0;0;0;3;0;0
2277662;330170;0;4;0;0;0;1;0;0
2277700;330170;0;12;0;0;0;3;0;0
2277719;330170;0;12;0;0;0;4;0;0
2277743;330170;0;6;0;0;0;4;0;0
2277751;330170;0;0;0;1;0;56;0;0
2290227;330170;91;74;53;0;0;52;8;12
3003248;330170;0;0;0;0;0;0;0;0
3003264;330170;0;0;0;0;0;0;0;0
3014673;330170;0;0;0;0;0;0;0;0
3014681;330170;0;0;0;0;0;0;0;0
5360218;330170;0;0;0;0;0;0;0;0
5364515;330170;8;4;0;0;0;0;0;10
6007317;330170;58;145;100;6;9;20;10;20
6121705;330170;0;0;0;0;0;0;0;0
7244339;330170;0;0;0;0;0;0;0;0
2277174;330180;0;16;0;0;7;0;0;0
6146376;330185;10;24;15;1;7;15;0;0
7877528;330185;0;0;0;0;0;0;0;0
2268922;330190;20;69;34;3;0;21;0;5
2814161;330190;0;54;0;0;0;0;0;0
3784916;330190;0;108;0;0;0;0;0;0
7550944;330190;0;0;0;0;0;0;0;0
2284634;330200;6;49;25;1;4;10;10;0
7436734;330200;0;0;0;0;0;0;0;0
9089497;330205;0;0;0;0;0;0;0;0
2295016;330210;0;0;0;0;0;0;0;0
3470350;330210;6;23;5;1;0;6;3;0
2278855;330220;66;49;7;1;2;15;3;69
2278901;330220;0;0;0;0;0;0;0;6
2825376;330220;0;2;0;0;82;0;0;0
2288206;330225;0;0;0;0;0;0;0;0
2288230;330225;6;16;6;0;3;5;0;0
2290499;330230;4;14;6;0;3;3;0;0
2697041;330240;41;31;0;0;0;2;0;6
3410374;330240;0;0;0;0;0;0;0;0
3978044;330240;0;0;0;0;0;0;0;0
5106702;330240;0;0;0;0;0;0;0;0
5412447;330240;44;32;28;5;5;27;8;20
7655703;330240;10;14;0;0;0;3;0;0
2278324;330250;4;4;30;1;0;18;0;0
2278332;330250;8;46;0;3;0;2;2;0
2278456;330250;0;30;0;0;0;0;0;0
3556441;330250;0;0;0;0;0;0;0;0
2288109;330260;11;27;10;0;4;10;0;0
2266733;330270;20;48;20;0;2;7;5;0
3132293;330270;0;0;0;0;0;0;0;0
9895124;330270;0;1;0;0;0;0;0;0
9986456;330270;10;0;0;0;0;0;0;0
5057531;330280;0;0;0;0;0;0;0;0
2283832;330285;0;0;0;0;0;0;0;0
7011857;330285;0;0;99;0;0;1;8;0
2283239;330290;18;42;22;3;0;17;0;0
2285916;330300;2;4;3;0;0;1;1;4
2285932;330300;2;17;7;2;0;5;0;2
2276267;330310;10;20;6;0;0;10;0;0
2293862;330320;0;0;0;0;0;0;0;0
5073898;330320;0;0;0;0;0;0;0;0
5478898;330320;83;5;0;0;0;0;4;6
0012505;330330;69;43;15;12;0;8;12;34
0012513;330330;8;121;0;7;0;0;2;0
0012521;330330;66;67;59;0;0;2;0;30
0012556;330330;44;4;4;0;1;0;10;6
0012599;330330;12;7;0;4;3;56;0;12
0012610;330330;21;0;0;0;0;0;0;0
0012718;330330;0;0;0;0;120;0;0;0
0012742;330330;0;0;0;0;0;0;0;0
0012769;330330;0;0;0;0;63;0;0;0
0012823;330330;0;2;0;0;153;0;0;0
2282186;330330;0;0;0;0;0;0;0;0
3012476;330330;0;0;0;0;0;0;0;0
3013383;330330;0;0;0;0;0;0;0;0
3015327;330330;0;0;0;0;0;0;0;0
3016501;330330;0;0;0;0;0;0;0;0
3065634;330330;0;0;0;0;0;0;0;0
3296806;330330;0;0;0;0;0;0;0;0
3439313;330330;0;0;0;0;0;0;0;0
3443043;330330;0;0;0;0;0;0;0;0
3587053;330330;0;0;0;0;0;0;0;0
3594432;330330;0;0;0;0;0;0;0;0
5042488;330330;0;0;22;0;0;6;0;0
6734014;330330;0;0;0;0;0;0;0;0
6768172;330330;0;0;0;0;0;0;0;0
6821529;330330;0;0;0;0;0;0;0;0
6861873;330330;0;0;0;0;0;0;0;0
7202180;330330;0;0;0;0;0;0;0;0
9839674;330330;0;0;0;0;0;0;0;0
2271826;330340;0;0;39;0;0;6;0;0
2272695;330340;10;0;0;0;0;0;0;6
2272784;330340;82;79;4;4;0;21;0;12
2293382;330340;0;0;0;0;160;0;0;0
2298090;330340;0;0;0;0;0;0;0;0
2298104;330340;0;0;0;0;0;0;0;0
2282097;330350;0;0;0;0;0;0;0;0
2798662;330350;172;103;159;1;3;79;0;57
3019527;330350;0;0;0;0;0;0;0;0
3051692;330350;2;0;0;0;0;0;0;2
3096629;330350;0;0;0;0;0;0;0;0
3152626;330350;0;0;0;0;0;0;0;0
7454007;330350;0;0;0;0;0;0;0;0
7580126;330350;0;0;0;0;0;0;0;0
7591136;330350;0;0;0;0;0;0;0;0
2279355;330360;0;36;0;0;12;6;0;0
2279525;330360;0;0;0;0;0;0;0;0
2276186;330370;10;24;0;2;0;7;2;0
6586767;330370;56;5;0;0;0;0;0;7
2704587;330380;10;10;10;1;2;5;0;0
2275562;330390;32;64;63;7;1;30;15;20
2275589;330390;0;35;0;4;16;0;0;5
2275600;330390;0;0;0;0;160;0;0;0
2275619;330390;2;70;0;0;170;0;0;10
2275627;330390;0;44;0;0;300;0;0;0
2275635;330390;27;8;1;1;0;4;0;23
3030415;330390;0;0;0;0;0;0;0;0
3972976;330390;0;0;0;0;0;0;0;0
5968879;330390;0;0;0;0;0;0;0;0
7337159;330390;0;0;0;0;0;0;0;0
9762558;330390;0;0;0;0;0;0;0;0
2271141;330395;0;15;10;1;0;4;0;0
2267187;330400;11;21;9;1;0;10;0;0
2272210;330410;1;0;0;0;0;0;0;0
5307864;330411;4;28;3;1;4;6;0;6
2273101;330412;6;21;2;1;0;4;0;0
2297132;330414;0;0;0;0;0;67;0;0
2267209;330415;8;32;14;2;3;17;0;6
2288885;330420;20;40;0;0;2;2;6;0
2288893;330420;10;46;0;0;0;10;0;7
2288907;330420;3;3;20;1;0;2;0;10
2288915;330420;0;0;0;0;0;0;0;0
2299143;330420;0;0;0;0;0;0;0;0
2299216;330420;0;0;0;0;0;0;0;2
5042062;330420;0;0;0;0;0;0;0;0
5681359;330420;0;0;0;0;0;0;0;0
7149328;330420;0;0;0;0;0;0;0;0
2296241;330430;23;31;17;0;0;14;3;5
2704420;330430;0;0;0;0;0;0;0;0
6966179;330430;0;2;0;0;0;0;0;0
6232094;330440;10;22;7;0;0;0;1;0
2268329;330450;3;12;0;0;2;4;0;0
3193993;330452;0;0;0;0;0;0;0;0
6069134;330452;13;17;20;0;0;12;0;0
7605331;330452;0;0;0;0;0;0;0;0
7612036;330452;0;28;0;0;0;0;0;0
2269341;330455;5;0;0;2;10;45;9;8
2269384;330455;158;61;12;0;0;12;0;20
2269406;330455;0;0;0;0;0;0;0;0
2269430;330455;0;2;0;0;100;0;0;0
2269481;330455;44;46;12;0;4;14;0;10
2269678;330455;9;35;0;2;12;10;0;39
2269724;330455;5;0;0;0;0;28;3;0
2269775;330455;81;20;16;0;0;0;6;10
2269783;330455;96;129;56;0;14;57;0;54
2269813;330455;0;0;0;0;0;0;0;0
2269821;330455;35;40;0;1;1;0;0;6
2269880;330455;152;80;73;0;0;30;0;33
2269899;330455;24;30;4;1;0;0;0;6
2269945;330455;0;1;45;0;0;8;15;10
2269988;330455;149;122;37;0;0;43;18;30
2269996;330455;0;0;0;0;160;0;0;0
2270021;330455;2;3;39;0;1;10;10;16
2270056;330455;0;30;0;0;0;0;0;0
2270161;330455;0;67;0;0;3;0;0;0
2270188;330455;0;2;0;0;161;0;0;0
2270196;330455;0;2;0;4;103;0;0;0
2270234;330455;148;68;0;0;0;24;10;37
2270242;330455;49;73;0;0;0;0;0;0
2270269;330455;164;51;35;0;0;22;18;24
